"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni","DF_Param","DF_ART_Con","T_ART_Omni","T_Param","T_ART_Con","P_ART_Omni","P_Param","P_ART_Con","P_Nonparam"
5,32,"between","38","2","b c","3","a d",124,124,124,1.05759168155945,-0.683273027382084,0.353291548631907,0.292297611616283,0.495709036718467,0.724469784630154,0.654996034180081
5,32,"between","39","2","b c","4","b d",124,124,124,0.899792287802965,-0.85421673588664,-0.399952696564423,0.369974889636531,0.394632181725547,0.689879490863927,0.723786834628579
5,32,"between","40","3","a d","4","b d",124,124,124,-0.15779939375649,-0.170943708504556,-0.0466611479325158,0.87487155419556,0.864546655279948,0.962858361922475,0.930942027683819
6,8,"between","41","5","a","6","b",28,28,28,-0.341056626567184,-0.902072059923878,-0.341056626567184,0.735607017824603,0.374713341913112,0.735607017824603,0.896533177533874
6,8,"between","42","7","c","8","d",28,28,28,0.767489188843113,0.782027064173653,0.767489188843113,0.449214720625716,0.440762093040033,0.449214720625716,0.13808298420782
6,8,"between","43","1","a c","2","b c",28,28,28,0.820716545673867,-1.33759496658532,-0.0526472066744261,0.418740559564114,0.191792686254977,0.958386825729924,1
6,8,"between","44","1","a c","3","a d",28,28,28,-0.582444000155649,-0.146757055745628,1.10559134016294,0.564928871658557,0.884375360057214,0.27831294391001,0.234498834498834
6,8,"between","45","1","a c","4","b d",28,28,28,0.714817636554658,-0.0848846305424941,0.94764972013966,0.480639639660185,0.93295715161744,0.351415387391508,0.505361305361305
6,8,"between","46","2","b c","3","a d",28,28,28,-1.40316054582952,1.19083791083969,-1.15823854683736,0.171561619880186,0.243715050377549,0.256550766224736,0.328205128205128
6,8,"between","47","2","b c","4","b d",28,28,28,-0.105898909119209,1.25271033604282,1.00029692681409,0.9164176140777,0.220672898915008,0.32573356083835,0.278632478632479
6,8,"between","48","3","a d","4","b d",28,28,28,1.29726163671031,0.0618724252031336,-0.157941620023277,0.20512870246459,0.951103982068533,0.875636351878493,0.959129759129759
7,32,"between","49","5","a","6","b",124,124,124,2.01236365401033,2.0522882449828,2.01236365401034,0.0463482058652772,0.0422461949932326,0.046348205865277,0.0392922141688256
7,32,"between","50","7","c","8","d",124,124,124,-0.0617917431165101,-0.468907193302719,-0.0617917431165101,0.950828167088402,0.639959323764496,0.950828167088402,0.858165996156272
7,32,"between","51","1","a c","2","b c",124,124,124,-1.38152972897871,1.00004991162023,1.03811078466357,0.169600354437458,0.319233888537424,0.301238554499727,0.31298165386086
7,32,"between","52","1","a c","3","a d",124,124,124,0.205544666994392,-0.782704479488047,-0.301934182467512,0.837483662775044,0.43529289125802,0.763208051101761,0.77434673289121
7,32,"between","53","1","a c","4","b d",124,124,124,-0.454893935151526,1.11961947884527,1.59787640384491,0.649980956647468,0.265039963077381,0.112615674632727,0.115084786450247
7,32,"between","54","2","b c","3","a d",124,124,124,1.5870743959731,-1.78275439110828,1.34004496713109,0.115042569160297,0.0770731745812512,0.182681123098903,0.205999989161493
7,32,"between","55","2","b c","4","b d",124,124,124,0.926635793827183,0.119569567225039,0.55976561918134,0.355915697482715,0.905017633882029,0.576649089318792,0.626336183442442
7,32,"between","56","3","a d","4","b d",124,124,124,-0.660438602145918,1.90232395833332,1.89981058631243,0.510197430643717,0.0594480726142104,0.0597803644635686,0.0535885625260135
8,24,"between","57","5","a","6","b",92,92,92,-0.0265934193784159,-1.19921322614748,-0.026593419378416,0.978841621800966,0.233524592625494,0.978841621800966,0.818284826081482
8,24,"between","58","7","c","8","d",92,92,92,-0.114249237229708,1.41481970176283,-0.114249237229708,0.909289187464913,0.160497158635242,0.909289187464913,0.997090481365709
8,24,"between","59","1","a c","2","b c",92,92,92,3.51418393676863,-1.3681141450741,1.4746529205057,0.000686327427002993,0.174608562669903,0.143719809627476,0.192257400605712
8,24,"between","60","1","a c","3","a d",92,92,92,-2.89258572728766,0.480286264496205,1.63733705052591,0.00476881289846661,0.632163895898732,0.104976242489256,0.101506067185558
8,24,"between","61","1","a c","4","b d",92,92,92,-0.547744956869368,0.152456800975343,-0.173179880344085,0.585193521808108,0.87916051860268,0.862890489740155,0.943010333587574
8,24,"between","62","2","b c","3","a d",92,92,92,-6.40676966405629,1.8484004095703,-0.162684130020202,6.22971764574971e-09,0.0677567414133362,0.871123943554054,0.99185195319931
8,24,"between","63","2","b c","4","b d",92,92,92,-4.061928893638,1.52057094604944,-1.64783280084979,0.000102248555893315,0.131797091399911,0.102798306847361,0.110554262046589
8,24,"between","64","3","a d","4","b d",92,92,92,2.3448407704183,-0.327829463520862,-1.81051693086999,0.0211858183522368,0.743785488096584,0.0734799953127742,0.0616165090024757
9,16,"between","65","5","a","6","b",60,60,60,0.785162920258266,1.07654096666557,0.785162920258267,0.435447490829934,0.285995038091593,0.435447490829934,0.182825049271254
9,16,"between","66","7","c","8","d",60,60,60,-0.262916755526611,-1.22085357070179,-0.262916755526611,0.793515469221039,0.226917506057443,0.793515469221039,0.836269854935133
9,16,"between","67","1","a c","2","b c",60,60,60,0.771806691819594,1.55718212440106,2.11439437652645,0.443258217987583,0.124686720591181,0.0386456385536173,0.00955053283305416
9,16,"between","68","1","a c","3","a d",60,60,60,1.82946771394274,-0.0673211320323348,0.999531887085231,0.0722993841899237,0.946549891544056,0.32155122033801,0.423019989056705
9,16,"between","69","1","a c","4","b d",60,60,60,0.638408004344603,-0.102044420924701,0.807314216491917,0.525637493899177,0.919061687374854,0.422674399098955,0.668930879611627
9,16,"between","70","2","b c","3","a d",60,60,60,1.05766102212315,-1.62450325643339,1.11486248944122,0.294449782218534,0.109510743114564,0.269355063729418,0.401635997474481
9,16,"between","71","2","b c","4","b d",60,60,60,-0.133398687474992,-1.65922654532576,-1.30708016003453,0.894324500779972,0.102288950737132,0.196172748486689,0.32261573863689
9,16,"between","72","3","a d","4","b d",60,60,60,-1.19105970959814,-0.0347232888923664,-0.192217670593314,0.238320716566619,0.972415652215383,0.848220798899654,0.925995689195583
10,16,"between","73","5","a","6","b",60,60,60,0.891300640769129,0.714392272555264,0.891300640769129,0.376328305121118,0.477754878624202,0.376328305121118,0.31298165386086
10,16,"between","74","7","c","8","d",60,60,60,0.329583485986197,-0.136189335587737,0.329583485986197,0.742862559088795,0.892127526709972,0.742862559088795,0.888665767809771
10,16,"between","75","1","a c","2","b c",60,60,60,-0.711753189961627,1.14671920025896,0.738248979919716,0.479375952526299,0.256050153741961,0.463241050698166,0.445036228847858
10,16,"between","76","1","a c","3","a d",60,60,60,0.383972115637194,0.54526717718849,0.13082893315033,0.702356502147322,0.587591108543415,0.896348309032699,0.985179110567889
10,16,"between","77","1","a c","4","b d",60,60,60,-0.30905072722018,0.408851217631717,0.813008370291333,0.758353578113548,0.684104545292726,0.419427685901175,0.401635997474481
10,16,"between","78","2","b c","3","a d",60,60,60,1.09572530559882,-0.601452023070475,0.607420046769387,0.27757776864165,0.549804758757239,0.545864272122247,0.642022222684723
10,16,"between","79","2","b c","4","b d",60,60,60,0.402702462741447,-0.737867982627248,0.0747593903716165,0.688598376200873,0.46347084378667,0.940654851881131,1
10,16,"between","80","3","a d","4","b d",60,60,60,-0.693022842857374,-0.136415959556773,0.682179437141003,0.490969164758468,0.891949151058667,0.497750683931498,0.490915915589926
11,40,"between","81","5","a","6","b",156,156,156,1.11362893749688,1.54307946992891,1.11362893749688,0.267151333416988,0.124837614856483,0.267151333416989,0.43551846691397
11,40,"between","82","7","c","8","d",156,156,156,-0.924411138741757,-1.94599294721926,-0.924411138741757,0.356699996891762,0.0534527808513714,0.356699996891762,0.535659337710788
11,40,"between","83","1","a c","2","b c",156,156,156,-1.51169461973224,0.476864820972219,0.00960889396916003,0.132634656953301,0.634125702523535,0.992345606996011,0.912381673291745
11,40,"between","84","1","a c","3","a d",156,156,156,0.589098386433497,-1.99028194524419,-0.977704961362054,0.556647380199387,0.0483069849437807,0.329734010641101,0.321134531331922
11,40,"between","85","1","a c","4","b d",156,156,156,0.552584023638032,-0.284902852023463,0.112904504137633,0.581339180940455,0.776096445233614,0.910251425020221,0.799817249484466
11,40,"between","86","2","b c","3","a d",156,156,156,2.10079300616573,-2.46714676621641,0.987313855331213,0.0372671264646228,0.0147004279881353,0.325017659067383,0.268006109454073
11,40,"between","87","2","b c","4","b d",156,156,156,2.06427864337027,-0.761767672995681,0.103295610168473,0.0406472033266476,0.447348792691036,0.91786103065596,0.919974140428166
11,40,"between","88","3","a d","4","b d",156,156,156,-0.0365143627954643,1.70537909322073,1.09060946549969,0.970918909314938,0.0901141236758388,0.277126437442631,0.350088129928005
12,24,"between","89","5","a","6","b",92,92,92,-2.06728032443633,-1.0354828664365,-2.06728032443633,0.0415166200740529,0.303157598423114,0.0415166200740529,0.046314780079181
12,24,"between","90","7","c","8","d",92,92,92,-1.00847516289349,0.052601089393602,-1.00847516289349,0.31587145697285,0.958163796676965,0.31587145697285,0.612102593329062
12,24,"between","91","1","a c","2","b c",92,92,92,1.22842084365842,0.0903402550837265,-1.0863626624799,0.222422259995648,0.928213226646861,0.280156790077829,0.263771716716047
12,24,"between","92","1","a c","3","a d",92,92,92,-0.129035802905295,0.859731798751476,-0.0313373844946121,0.897610997243501,0.392171657273582,0.975068360795274,0.99185195319931
12,24,"between","93","1","a c","4","b d",92,92,92,0.242587309461956,-0.695002369651718,-1.78623091619291,0.808865109724231,0.488805452148283,0.0773562527579604,0.0890301957343457
12,24,"between","94","2","b c","3","a d",92,92,92,-1.35745664656371,0.76939154366775,-1.05502527798528,0.177956761934932,0.443631793283779,0.294176541540693,0.330525181861556
12,24,"between","95","2","b c","4","b d",92,92,92,-0.98583353419646,-0.785342624735444,-0.69986825371301,0.326800414562875,0.434270545550788,0.485775534920464,0.493199173554005
12,24,"between","96","3","a d","4","b d",92,92,92,0.371623112367252,-1.55473416840319,-1.75489353169829,0.711027995592798,0.123442865243993,0.0826066466893267,0.0777977717618994
13,40,"between","97","5","a","6","b",156,156,156,-0.0338761065761744,0.549699222786402,-0.0338761065761748,0.973019252302154,0.583311792280577,0.973019252302153,0.938795451948691
13,40,"between","98","7","c","8","d",156,156,156,-0.628771038362083,-0.0984005056434866,-0.628771038362083,0.530418545828196,0.921740596041304,0.530418545828196,0.595652936985158
13,40,"between","99","1","a c","2","b c",156,156,156,-1.49697686587455,0.110499707066314,-0.354277116514911,0.136419810616493,0.912155112827835,0.723609632729327,0.763075457658842
13,40,"between","100","1","a c","3","a d",156,156,156,-0.560159085294991,-0.347776005791621,-0.672647768518175,0.576174447561812,0.728477214732605,0.502166538808176,0.481491018374651
13,40,"between","101","1","a c","4","b d",156,156,156,-1.45834520481972,0.319116383232545,-0.42848380983898,0.146755789842607,0.750065162958238,0.668889960551866,0.66319887137139
13,40,"between","102","2","b c","3","a d",156,156,156,0.936817780579554,-0.458275712857934,0.318370652003264,0.350300335545023,0.647392122036135,0.750629619626231,0.777713969660775
13,40,"between","103","2","b c","4","b d",156,156,156,0.0386316610548268,0.208616676166232,-0.0742066933240694,0.969233452912158,0.835019631852118,0.940940988294139,0.958031113589715
13,40,"between","104","3","a d","4","b d",156,156,156,-0.898186119524727,0.666892389024166,0.244163958679195,0.370470508984891,0.505826053300621,0.807424668199106,0.814642538185971
14,8,"between","105","5","a","6","b",28,28,28,-1.05618736600286,-1.07889106487388,-1.05618736600286,0.299910831992654,0.289843076392468,0.299910831992654,0.27032576790602
14,8,"between","106","7","c","8","d",28,28,28,1.81064678731163,0.893256414610471,1.81064678731163,0.0809392712198667,0.379333419282559,0.0809392712198667,0.0670847937661051
14,8,"between","107","1","a c","2","b c",28,28,28,-0.339412861661449,-0.207495000200658,-1.18759157983213,0.736831413939806,0.83712505406137,0.244971553921236,0.328205128205128
14,8,"between","108","1","a c","3","a d",28,28,28,-0.208869453330123,1.18702385604269,0.994262717998992,0.836062249392288,0.245191784828756,0.328610190662376,0.382284382284382
14,8,"between","109","1","a c","4","b d",28,28,28,0.861586494986752,-0.131263520024453,0.524749767832801,0.396233911668707,0.896505474766224,0.603887474767948,0.720901320901321
14,8,"between","110","2","b c","3","a d",28,28,28,0.130543408331326,1.39451885624335,-2.18185429783112,0.897069905199126,0.174127764371304,0.0376724074673102,0.00699300699300699
14,8,"between","111","2","b c","4","b d",28,28,28,1.2009993566482,0.076231480176205,1.71234134766493,0.239812891228934,0.939777031956713,0.0978892138011118,0.278632478632479
14,8,"between","112","3","a d","4","b d",28,28,28,1.07045594831688,-1.31828737606714,-0.469512950166191,0.293555209378573,0.198090438501109,0.642338874005097,0.959129759129759
15,16,"between","113","5","a","6","b",60,60,60,1.03703295304393,1.59865786278385,1.03703295304393,0.303881932751657,0.1151500135067,0.303881932751657,0.319464953115584
15,16,"between","114","7","c","8","d",60,60,60,0.0399615370301968,0.4975738971724,0.0399615370301968,0.968256466596739,0.620603099390294,0.968256466596739,0.888665767809771
15,16,"between","115","1","a c","2","b c",60,60,60,-0.903054740122258,1.44568109500355,0.626022430013368,0.370108168005253,0.153469990543537,0.533674573319731,0.539149690110503
15,16,"between","116","1","a c","3","a d",60,60,60,-0.602036493414839,0.667097156263915,0.0280308550752255,0.549418218565845,0.507267588277254,0.977730569371798,0.838059800952748
15,16,"between","117","1","a c","4","b d",60,60,60,-1.31695482934496,1.48225969240368,0.803551178823129,0.192861598666434,0.14350466578684,0.424828280569938,0.564102006388863
15,16,"between","118","2","b c","3","a d",60,60,60,0.30101824670742,-0.778583938739633,0.597991574938142,0.764441284130835,0.439284666113809,0.552096141430781,0.539149690110503
15,16,"between","119","2","b c","4","b d",60,60,60,-0.413900089222701,0.0365785974001294,0.177528748809761,0.680423112823532,0.970942437429681,0.859691063881274,0.838059800952748
15,16,"between","120","3","a d","4","b d",60,60,60,-0.714918335930121,0.815162536139763,0.775520323747903,0.477432108492869,0.418203345419996,0.44107828446206,0.360808603321762
16,40,"between","121","5","a","6","b",156,156,156,1.74150705550359,1.45207909902324,1.74150705550359,0.0835659769627545,0.14848786865623,0.0835659769627546,0.0271280551275725
16,40,"between","122","7","c","8","d",156,156,156,0.149839891146115,-0.022476601660382,0.149839891146115,0.881084486452564,0.982096500442492,0.881084486452564,0.683414734852593
16,40,"between","123","1","a c","2","b c",156,156,156,-3.22536349165356,-0.0704688599978626,0.572145074103241,0.00153281958948689,0.943910740527001,0.568047263810346,0.608551305729501
16,40,"between","124","1","a c","3","a d",156,156,156,-0.53756058194226,-1.11313719518853,-0.71884893925792,0.591646449028353,0.267361782170789,0.47330936418453,0.493521760734618
16,40,"between","125","1","a c","4","b d",156,156,156,-2.14028750217752,1.0108816202865,1.87780947397987,0.0338859370112333,0.313638438408969,0.0622737473526151,0.0610138311244778
16,40,"between","126","2","b c","3","a d",156,156,156,2.6878029097113,-1.04266833519067,1.29099401336116,0.00797318906013004,0.298715053065711,0.19861560853826,0.228560607540767
16,40,"between","127","2","b c","4","b d",156,156,156,1.08507598947604,1.08135048028436,1.30566439987663,0.279561995733189,0.281210029547397,0.19358892110944,0.239938993961966
16,40,"between","128","3","a d","4","b d",156,156,156,-1.60272692023526,2.12401881547503,2.59665841323779,0.111017819258889,0.0352452443032213,0.0103134453384049,0.00823495974738283
17,40,"between","129","5","a","6","b",156,156,156,1.23056373756293,1.09378754384559,1.23056373756293,0.220338336516694,0.275734225001291,0.220338336516694,0.275567142698252
17,40,"between","130","7","c","8","d",156,156,156,-0.836155007277607,-0.530312004674532,-0.836155007277607,0.404346636664675,0.59664967521387,0.404346636664675,0.522259781093535
17,40,"between","131","1","a c","2","b c",156,156,156,-2.04527524377967,-0.0755272130461712,0.0144670366485713,0.0425078549767801,0.939892015950162,0.988475862883421,0.965656641128296
17,40,"between","132","1","a c","3","a d",156,156,156,-0.383337471550637,-1.22393901712676,-1.21040873293051,0.701991445912412,0.222820548656308,0.227952846495348,0.259768688072902
17,40,"between","133","1","a c","4","b d",156,156,156,-0.764248756572473,0.398437374780602,0.318274806268581,0.445873450529531,0.690852609452251,0.750702176677162,0.763075457658842
17,40,"between","134","2","b c","3","a d",156,156,156,1.66193777222903,-1.14841180408059,1.22487576957908,0.0985334236259634,0.252556507606966,0.222468335968301,0.200090435313844
17,40,"between","135","2","b c","4","b d",156,156,156,1.28102648720719,0.473964587826773,0.303807769620009,0.202085452974298,0.636187844573424,0.761679181096182,0.763075457658842
17,40,"between","136","3","a d","4","b d",156,156,156,-0.380911285021836,1.62237639190736,1.52868353919909,0.703787304835207,0.106742015330681,0.128368052985839,0.127710027314887
18,32,"between","137","5","a","6","b",124,124,124,-0.0430539906750338,0.0333186253248731,-0.0430539906750335,0.965727747112648,0.973474073840352,0.965727747112648,0.918391579383031
18,32,"between","138","7","c","8","d",124,124,124,0.727858215006604,1.14108888815835,0.727858215006604,0.468072550534665,0.256031898111952,0.468072550534665,0.518450255345013
18,32,"between","139","1","a c","2","b c",124,124,124,-0.127570474704352,0.543631314653002,-0.16678177984261,0.89869554930475,0.587671249633124,0.867813418919846,0.899210303504476
18,32,"between","140","1","a c","3","a d",124,124,124,-1.04406362192246,1.32694317949936,0.360248644460033,0.298487091718762,0.186965774218622,0.719274091160196,0.743882304403363
18,32,"between","141","1","a c","4","b d",124,124,124,-1.09777750600851,0.830431516660422,0.380262458041146,0.274428776831417,0.407890878059109,0.70440117862733,0.71380807271844
18,32,"between","142","2","b c","3","a d",124,124,124,-0.916493147218113,0.783311864846359,-0.527030424302643,0.361187303842709,0.434937544409377,0.599114067014852,0.570687282884153
18,32,"between","143","2","b c","4","b d",124,124,124,-0.970207031304156,0.28680020200742,0.547044237883756,0.333831972493428,0.774743977315747,0.585331497428194,0.598222142657888
18,32,"between","144","3","a d","4","b d",124,124,124,-0.0537138840860428,-0.496511662838939,0.0200138135811127,0.957249563184645,0.620412508653342,0.984064521764086,0.973411315320471
19,16,"between","145","5","a","6","b",60,60,60,0.986477479246022,0.0432255807134722,0.986477479246022,0.32786033957525,0.965665245767869,0.32786033957525,0.306584367532314
19,16,"between","146","7","c","8","d",60,60,60,0.358481133343065,-0.449209889691018,0.358481133343065,0.721241554777201,0.65489870609562,0.721241554777201,0.723786834628579
19,16,"between","147","1","a c","2","b c",60,60,60,0.228196411407754,0.0988451688310935,0.346951920720189,0.820269471421277,0.921590704104503,0.72984141188956,0.809125348441329
19,16,"between","148","1","a c","3","a d",60,60,60,0.560982844710727,-0.249359291588709,-0.121902026198985,0.576898366359033,0.803934565726765,0.903383977583995,0.867207775652105
19,16,"between","149","1","a c","4","b d",60,60,60,1.64491579889756,-0.287074257933357,0.975216209591881,0.105216846128063,0.775044556950771,0.333368570158106,0.27032576790602
19,16,"between","150","2","b c","3","a d",60,60,60,0.332786433302974,-0.348204460419803,0.468853946919174,0.740455493651565,0.728905407342807,0.640873152735213,0.668930879611627
19,16,"between","151","2","b c","4","b d",60,60,60,1.4167193874898,-0.385919426764451,0.628264288871692,0.16173636643978,0.700921368568575,0.532215111297246,0.615563482282295
19,16,"between","152","3","a d","4","b d",60,60,60,1.08393295418683,-0.0377149663446482,1.09711823579087,0.28273103757949,0.970040149205615,0.276973414661473,0.30451841558165
20,8,"between","153","5","a","6","b",28,28,28,-1.87620872478827,-1.97995528458208,-1.87620872478827,0.0710866555707561,0.0576137202701371,0.0710866555707563,0.18350676188255
20,8,"between","154","7","c","8","d",28,28,28,1.38130877695113,1.57898081416665,1.38130877695113,0.178108774767362,0.125572651915029,0.178108774767362,0.18350676188255
20,8,"between","155","1","a c","2","b c",28,28,28,-0.129228738290936,-2.03131494281818,-1.24434745365057,0.898100497606909,0.0518129345990255,0.223687623920212,0.160528360528361
20,8,"between","156","1","a c","3","a d",28,28,28,-0.878755420378364,0.485232906416646,0.703326821628581,0.387013045596033,0.631286216924884,0.487659669865505,0.441802641802642
20,8,"between","157","1","a c","4","b d",28,28,28,0.0775372429745614,-0.283531767113434,-5.7662741996934e-16,0.938747598662354,0.778855171028692,1,0.959129759129759
20,8,"between","158","2","b c","3","a d",28,28,28,-0.749526682087428,2.51654784923482,-1.94767427527915,0.459791301429749,0.0178584174855907,0.0615443638973007,0.082983682983683
20,8,"between","159","2","b c","4","b d",28,28,28,0.206765981265497,1.74778317570474,1.24434745365057,0.837688899976166,0.0914613400887535,0.223687623920212,0.328205128205128
20,8,"between","160","3","a d","4","b d",28,28,28,0.956292663352926,-0.76876467353008,-0.703326821628581,0.347108772108383,0.448469267201226,0.487659669865504,0.573737373737374
21,40,"between","161","5","a","6","b",156,156,156,-0.195976821868375,-0.0155759381392888,-0.195976821868374,0.844883358802442,0.987592604609949,0.844883358802442,0.294003220097024
21,40,"between","162","7","c","8","d",156,156,156,-0.223474024284548,-1.27981490918979,-0.223474024284548,0.823458971778752,0.202510243742649,0.823458971778752,0.938795451948691
21,40,"between","163","1","a c","2","b c",156,156,156,-1.79590257521987,-1.46127399801197,-2.16951264580919,0.0744453613018026,0.145951581507646,0.0315575341551619,0.0287469044652328
21,40,"between","164","1","a c","3","a d",156,156,156,1.12086486111198,-2.35522594748209,-1.47711499289137,0.26406790151102,0.0197557156093542,0.141660748675256,0.171227447503878
21,40,"between","165","1","a c","4","b d",156,156,156,2.16616579900293,-0.91597965243338,-0.804153063564215,0.0318169614407555,0.361091349214738,0.422532318320821,0.401855936921588
