"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni_Random","DF_Param_Random","DF_ART_Con_Random","T_ART_Omni_Random","T_Param_Random","T_ART_Con_Random","P_ART_Omni_Random","P_Param_Random","P_ART_Con_Random","P_Nonparam"
298,32,"within","2382","2","b c","3","a d",93.0000000000004,93.0000000000004,92.9999999999992,1.70844454025505,-1.31781222053319,1.34130130055944,0.0908895755062301,0.190803523203628,0.183089081865895,0.16004515811801
298,32,"within","2383","2","b c","4","b d",93.0000000000004,93.0000000000004,92.9999999999998,1.02922520984939,-0.376792155476117,-0.367056877646702,0.306043238615648,0.707186419040697,0.714410482532241,0.705254231113941
298,32,"within","2384","3","a d","4","b d",93.0000000000004,93.0000000000004,92.9999999999992,-0.679219330405659,0.941020065057073,0.974244422912741,0.498685873335966,0.349132482331424,0.332462479246464,0.431944658979774
299,16,"within","2385","5","a","6","b",45,45,45,0.299865413244475,0.55798338452339,0.299865413244475,0.765660636185868,0.579621347751871,0.765660636185868,0.41046354919672
299,16,"within","2386","7","c","8","d",44.9999999999998,45,44.9999999999998,-0.197298018674244,0.0794006290293894,-0.197298018674244,0.844482809712888,0.937066019234504,0.844482809712888,0.523917938582599
299,16,"within","2387","1","a c","2","b c",45,45,45,-1.90036626834963,-0.464880396783865,0.537198667036552,0.06380304918998,0.644258805881977,0.593776911200396,0.743560791015625
299,16,"within","2388","1","a c","3","a d",45,45,44.9999999999998,-0.370803174312124,-0.803289508552616,0.30697066687803,0.712524036790957,0.426030211514667,0.760281757290542,1
299,16,"within","2389","1","a c","4","b d",45,45,45.0000000000001,-2.11666812003171,0.450698558203069,0.629289867099961,0.0398510107122982,0.654371015546322,0.53234123109763,0.899932861328125
299,16,"within","2390","2","b c","3","a d",45,45,44.9999999999998,1.52956309403751,-0.338409111768751,0.230228000158522,0.133124762457657,0.736628807836093,0.818958022946898,1
299,16,"within","2391","2","b c","4","b d",45,45,45.0000000000001,-0.216301851682072,0.915578954986934,0.0920912000634091,0.829730027773172,0.364768272489707,0.92703433551023,0.348388671875
299,16,"within","2392","3","a d","4","b d",45,45,45,-1.74586494571958,1.25398806675568,0.322319200221931,0.0876590484084997,0.216321615742565,0.748703611231106,0.375457763671875
300,16,"within","2393","5","a","6","b",45,45,45,0.876458031175844,-0.276611223175746,0.876458031175844,0.385435996761361,0.783345219978451,0.385435996761361,0.732881891075522
300,16,"within","2394","7","c","8","d",45,45,45,0.779510837134553,0.0115273191178836,0.779510837134553,0.439759419723077,0.990853688310667,0.439759419723077,0.465322947595269
300,16,"within","2395","1","a c","2","b c",45,45.0000000000001,45.0000000000002,1.01732987323921,0.612928392063616,0.530978577285132,0.314435184161326,0.543009160986087,0.598044726720786,0.705718994140625
300,16,"within","2396","1","a c","3","a d",45,45.0000000000001,45.0000000000001,0.339109957746405,0.816673109240649,0.363301131826669,0.736104351467728,0.418417817416658,0.718081096181246,0.40374755859375
300,16,"within","2397","1","a c","4","b d",45,45.0000000000001,45.0000000000001,1.24340317840348,-0.187442626142719,0.782494745472827,0.220158399880572,0.852156224806532,0.438022312307424,0.632171630859375
300,16,"within","2398","2","b c","3","a d",45,45,45.0000000000001,-0.67821991549281,0.203744717177033,0.167677445458463,0.501105142098336,0.839471596732493,0.867588342020976,0.743560791015625
300,16,"within","2399","2","b c","4","b d",45,45,45.0000000000001,0.22607330516427,-0.800371018206335,0.251516168187694,0.822168124347029,0.427701233990183,0.802560149637115,0.668548583984375
300,16,"within","2400","3","a d","4","b d",45,45,45.0000000000001,0.90429322065708,-1.00411573538337,0.419193613646157,0.370655863041757,0.320691858001805,0.677068998423825,1
301,32,"within","2401","5","a","6","b",93.0000000000004,93.0000000000004,93.0000000000004,0.210036152430569,-0.36071663579281,0.210036152430569,0.834098918605177,0.719129331418618,0.834098918605177,0.833155400311601
301,32,"within","2402","7","c","8","d",92.9999999999998,93.0000000000004,92.9999999999998,1.70357631676601,2.37909482248463,1.70357631676601,0.0917997806375674,0.0193985987692786,0.0917997806375674,0.0597637414747001
301,32,"within","2403","1","a c","2","b c",93.0000000000004,93.0000000000004,92.9999999999998,0.403078618921664,0.121620316989604,-0.704472681928331,0.687815544809107,0.903462126217155,0.482898864840775,0.963233216200024
301,32,"within","2404","1","a c","3","a d",93.0000000000004,93.0000000000004,92.9999999999998,-3.10633413929848,2.05895957831019,0.695985059254496,0.00251171240281517,0.0422943298456455,0.488173885229813,0.261845203582197
301,32,"within","2405","1","a c","4","b d",93.0000000000004,93.0000000000004,92.9999999999998,-2.11616274933874,1.4272089028088,1.09490332492476,0.0370021933537356,0.156868712029177,0.276386542347836,0.421125980094075
301,32,"within","2406","2","b c","3","a d",93.0000000000004,93.0000000000004,92.9999999999998,-3.50941275822014,1.93733926132058,-1.40045774118283,0.000694228574802021,0.0557383032619431,0.164703883822895,0.0216239951550961
301,32,"within","2407","2","b c","4","b d",93.0000000000004,93.0000000000004,92.9999999999998,-2.5192413682604,1.30558858581919,1.79937600685309,0.0134673371952469,0.194913070001036,0.0752023875628402,0.165756852831692
301,32,"within","2408","3","a d","4","b d",93.0000000000004,93.0000000000004,92.9999999999998,0.99017138995974,-0.631750675501392,0.39891826567026,0.324659601379536,0.529099693738082,0.690867937250386,0.677999433595687
302,40,"within","2409","5","a","6","b",117,117,117,0.922716514114862,1.46227795687868,0.922716514114862,0.358053872834465,0.146345979055547,0.358053872834465,0.389274641715785
302,40,"within","2410","7","c","8","d",117,117,117,0.61616126518287,1.07485012072859,0.61616126518287,0.538985024523991,0.284653450118475,0.538985024523991,0.521974759651127
302,40,"within","2411","1","a c","2","b c",117,117.000000000001,117,-2.39380623210011,2.24485338446259,1.12853820540951,0.018264079940605,0.0266569489150504,0.261401435496356,0.135083840892548
302,40,"within","2412","1","a c","3","a d",117,117,117,-1.65058049380253,1.97090053430043,0.640284629493996,0.101506196066635,0.0510964878282821,0.523239526214017,0.165899644738602
302,40,"within","2413","1","a c","4","b d",117,117,117,-5.62993496760414,1.79402046841489,0.827399772359821,1.25698007468209e-07,0.075392596881441,0.409694894666389,0.206412965137133
302,40,"within","2414","2","b c","3","a d",117,117,117,0.743225738297576,-0.27395285016216,0.488253575915513,0.458834814672511,0.784603921277724,0.626284056495875,0.675256808883205
302,40,"within","2415","2","b c","4","b d",117,117,117,-3.23612873550403,-0.450832916047703,-0.301138433049688,0.00157598923193552,0.652944378798621,0.763843456591336,0.527213339100854
302,40,"within","2416","3","a d","4","b d",117,117,117,-3.9793544738016,-0.176880065885543,0.187115142865825,0.000120245812748896,0.859908426214397,0.851894445079241,0.646303621848347
303,16,"within","2417","5","a","6","b",45.0000000000001,44.9999999999998,45.0000000000001,1.56799713621712,1.59762785959421,1.56799713621712,0.123887646851524,0.11712503265781,0.123887646851524,0.203178629279137
303,16,"within","2418","7","c","8","d",45.0000000000001,44.9999999999998,45.0000000000001,1.36892482945328,-0.118204466524488,1.36892482945328,0.177817517802106,0.90643171764005,0.177817517802106,0.691578262951225
303,16,"within","2419","1","a c","2","b c",45,44.9999999999998,45,0.207361858750604,1.89693249018304,1.88217515000569,0.836662812598806,0.0642660194732913,0.0662884863035446,0.0443115234375
303,16,"within","2420","1","a c","3","a d",45,44.9999999999998,45,2.30072919470909,0.683655817005415,1.37580315533411,0.0260952989361006,0.497697908216926,0.175692007521008,0.2978515625
303,16,"within","2421","1","a c","4","b d",45,44.9999999999998,45,-0.217236232976824,1.04611031348561,1.06051493223671,0.829006214006951,0.301096907716865,0.294569432569104,0.231201171875
303,16,"within","2422","2","b c","3","a d",45,44.9999999999998,45,2.09336733595848,-1.21327667317762,0.506371994671582,0.0419831217020614,0.231354350489098,0.615067591344005,0.274444580078125
303,16,"within","2423","2","b c","4","b d",45,44.9999999999998,45.0000000000001,-0.424598091727428,-0.850822176697423,-0.821660217768982,0.673152946079864,0.399372894084541,0.415602517980152,0.596588134765625
303,16,"within","2424","3","a d","4","b d",45,44.9999999999998,45.0000000000001,-2.51796542768591,0.362454496480199,-0.3152882230974,0.0154302514403139,0.718709208255714,0.754000336469142,0.820892333984375
304,40,"within","2425","5","a","6","b",117,117.000000000001,117,0.204321858202884,0.708794303691642,0.204321858202884,0.838456985439762,0.479862040906483,0.838456985439762,0.827249080214268
304,40,"within","2426","7","c","8","d",117,117.000000000001,117,0.646864308981789,0.0232076811972139,0.646864308981789,0.518986793988359,0.981524145798718,0.518986793988359,0.378795009926161
304,40,"within","2427","1","a c","2","b c",117.000000000001,117.000000000001,117.000000000001,-1.08906836820442,0.524546555805822,0.29144464737646,0.278361867067205,0.600890877022453,0.771227345518419,0.805726983948261
304,40,"within","2428","1","a c","3","a d",117.000000000001,117.000000000001,117.000000000001,0.577180118400902,0.0397636059492306,0.562256045381135,0.56492675132194,0.968349363950964,0.575017221321945,0.39742383187513
304,40,"within","2429","1","a c","4","b d",117.000000000001,117.000000000001,117.000000000001,-0.877522713948883,0.517603567356923,0.590626763267339,0.382001158380589,0.605712166580617,0.555909694455368,0.553699556743595
304,40,"within","2430","2","b c","3","a d",117.000000000001,117.000000000001,117.000000000001,1.66624848660532,-0.484782949856592,-0.270811398004675,0.0983390307920573,0.628736697890834,0.787013267631807,0.764824907022557
304,40,"within","2431","2","b c","4","b d",117.000000000001,117.000000000001,117,0.211545654255534,-0.00694298844889954,0.299182115890879,0.832829563384179,0.994472165693738,0.765331883569296,0.675256808883205
304,40,"within","2432","3","a d","4","b d",117.000000000001,117.000000000001,117.000000000001,-1.45470283234978,0.477839961407692,0.0283707178862041,0.148429150510428,0.633655661261831,0.977414814430565,1
305,40,"within","2433","5","a","6","b",117,117,117,-0.396538963438286,0.472352365695313,-0.396538963438286,0.69242978636357,0.637555160094575,0.69242978636357,0.771682073929092
305,40,"within","2434","7","c","8","d",117,117,117,0.807916298800448,0.128494312056191,0.807916298800448,0.420778351454643,0.897978411873139,0.420778351454643,0.70653886437656
305,40,"within","2435","1","a c","2","b c",117,117,117.000000000001,-1.22311871748504,0.874450304719735,-0.198418372449696,0.223742705055123,0.383664521958467,0.843062105729267,0.962896119524885
305,40,"within","2436","1","a c","3","a d",117,117,117.000000000001,0.538946769973621,0.631305943225904,0.946553219391171,0.590947614090427,0.52907193172804,0.345817315479435,0.492910020144336
305,40,"within","2437","1","a c","4","b d",117,117,117.000000000001,-1.12307470629234,0.424862760291497,0.27973737755203,0.263705010468712,0.671717041104909,0.780172941192778,0.774995234620292
305,40,"within","2438","2","b c","3","a d",117,117,117.000000000001,1.76206548745867,-0.243144361493831,-1.14497159184087,0.0806699236438341,0.808319337509343,0.254557694566151,0.617864971896779
305,40,"within","2439","2","b c","4","b d",117,117,117.000000000001,0.100044011192708,-0.449587544428238,0.478155750001725,0.920480608858634,0.653839660784516,0.633431573030977,0.889001571444169
305,40,"within","2440","3","a d","4","b d",117,117,117.000000000001,-1.66202147626596,-0.206443182934407,-0.666815841839141,0.099185511310017,0.836803566736036,0.506202651563577,0.608505821975996
306,24,"within","2441","5","a","6","b",68.9999999999999,68.9999999999996,68.9999999999999,-0.461630160948509,-0.488703271940708,-0.461630160948509,0.645798652399067,0.626601496568374,0.645798652399067,0.658294382397692
306,24,"within","2442","7","c","8","d",68.9999999999999,68.9999999999996,68.9999999999999,-0.814498066133673,0.252373056050805,-0.814498066133673,0.418161949277196,0.801502998683992,0.418161949277196,0.43611369980944
306,24,"within","2443","1","a c","2","b c",68.9999999999996,68.9999999999996,68.9999999999996,0.312542578882174,-1.0733365555929,-0.689266013917483,0.755570842542755,0.286859592216258,0.492967315826758,0.316512346267701
306,24,"within","2444","1","a c","3","a d",68.9999999999999,68.9999999999996,68.9999999999996,-1.39821680026236,-0.549316458693271,-0.917212254740588,0.166526239587477,0.584561766995062,0.362226299964646,0.330505132675171
306,24,"within","2445","1","a c","4","b d",68.9999999999996,68.9999999999996,68.9999999999999,-0.493488282445538,-0.167110698255031,-1.08545828963383,0.623234735386947,0.8677717312758,0.281496563844041,0.344876766204834
306,24,"within","2446","2","b c","3","a d",68.9999999999999,68.9999999999996,68.9999999999999,-1.71075937914453,0.524020096899624,0.227946240823105,0.0916183010943046,0.601943813829087,0.820362170426154,0.490798592567444
306,24,"within","2447","2","b c","4","b d",68.9999999999996,68.9999999999996,68.9999999999999,-0.806030861327713,0.906225857337865,-0.396192275716349,0.422994322594127,0.367970111562771,0.693185735669672,0.944107174873352
306,24,"within","2448","3","a d","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,0.90472851781682,0.38220576043824,-0.168246034893244,0.368757401436245,0.703483439419651,0.866881918421478,0.768296360969544
307,16,"within","2449","5","a","6","b",45.0000000000001,45,45.0000000000001,-0.979518888141512,-1.30287559005364,-0.979518888141512,0.332560600914168,0.199245149784927,0.332560600914168,0.143778150435537
307,16,"within","2450","7","c","8","d",45.0000000000001,45,45.0000000000001,1.02968503314668,1.24737382363999,1.02968503314668,0.30866074234806,0.218713256797816,0.30866074234806,0.269905602093786
307,16,"within","2451","1","a c","2","b c",45,45,45.0000000000001,0.778341294982137,-1.4679187429688,-0.911887438267134,0.440441391847688,0.149081751377721,0.366687399375913,0.433197021484375
307,16,"within","2452","1","a c","3","a d",45,45,45,-0.878128640492667,0.335379911170979,0.547132462960281,0.384538553472455,0.738897072220661,0.586991030307581,0.528167724609375
307,16,"within","2453","1","a c","4","b d",45,45,45,0.259447098327379,-0.0392456753989267,7.19927772323999e-17,0.796473578517092,0.968868118339216,1,0.632171630859375
307,16,"within","2454","2","b c","3","a d",45,45.0000000000001,45,-1.6564699354748,1.80329865413978,-1.45901990122742,0.104584216424701,0.0780392106178756,0.151505128217112,0.129730224609375
307,16,"within","2455","2","b c","4","b d",45,45.0000000000001,45,-0.518894196654758,1.42867306756987,0.911887438267134,0.606377126802241,0.160003055504776,0.366687399375913,0.4637451171875
307,16,"within","2456","3","a d","4","b d",45,45.0000000000001,45,1.13757573882005,-0.374625586569906,-0.547132462960281,0.261318591407894,0.709698657620722,0.586991030307581,0.129730224609375
308,40,"within","2457","5","a","6","b",117.000000000001,117,117.000000000001,0.169630086149901,0.563136848084581,0.169630086149901,0.865594007985216,0.57441930282156,0.865594007985216,0.556837615680677
308,40,"within","2458","7","c","8","d",117,117,117,-0.693168199575675,1.43246169491678,-0.693168199575675,0.489577723211763,0.154678119535433,0.489577723211763,0.688795661743966
308,40,"within","2459","1","a c","2","b c",117.000000000001,117,117,-2.30189748058528,0.0914604637559951,-0.496699706544656,0.0231097905994113,0.927283127219076,0.620332804628425,0.910045960878051
308,40,"within","2460","1","a c","3","a d",117.000000000001,117,117,-4.97362890541971,0.706165958005001,-1.24174926636164,2.27646160818164e-06,0.481488754358792,0.216812609314101,0.459813673283861
308,40,"within","2461","1","a c","4","b d",117.000000000001,117,117,-5.92371955530117,1.41110126228226,-0.210625824927164,3.23487201064922e-08,0.160868321204582,0.833545645820454,0.920592268303153
308,40,"within","2462","2","b c","3","a d",117.000000000001,117,117,-2.67173142483443,0.614705494249006,0.745049559816984,0.00862213341799991,0.539942857578609,0.457735784890177,1
308,40,"within","2463","2","b c","4","b d",117.000000000001,117,117,-3.62182207471589,1.31964079852626,0.286073881617492,0.000433859497140354,0.189531367783386,0.775327435817325,0.941724096832331
308,40,"within","2464","3","a d","4","b d",117.000000000001,117,117,-0.950090649881457,0.704935304277256,1.03112344143448,0.344024645630551,0.482251463684136,0.304609736449632,0.501374740073516
309,24,"within","2465","5","a","6","b",68.9999999999999,68.9999999999996,68.9999999999999,0.911485741493758,1.2335724610201,0.911485741493758,0.36521298935057,0.221547886244008,0.36521298935057,0.629100086982604
309,24,"within","2466","7","c","8","d",68.9999999999999,68.9999999999996,68.9999999999999,1.17951296300491,1.17484157572659,1.17951296300491,0.242244910719283,0.244096589293447,0.242244910719283,0.466797830452869
309,24,"within","2467","1","a c","2","b c",68.9999999999999,68.9999999999996,68.9999999999999,-0.297032756565471,1.78335331782889,0.614701816870916,0.767333862508469,0.0789265916155507,0.540773503599844,0.302899241447449
309,24,"within","2468","1","a c","3","a d",68.9999999999999,68.9999999999996,68.9999999999999,-0.0212166254689623,1.74182431057276,0.865705058759872,0.983134087532082,0.085995448766427,0.389652064302184,0.316512346267701
309,24,"within","2469","1","a c","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,-2.33382880158584,1.70300589728845,0.69153954397978,0.0225239448362789,0.0930678389730996,0.491546873300325,0.344876766204834
309,24,"within","2470","2","b c","3","a d",68.9999999999999,68.9999999999996,68.9999999999999,0.275816131096509,-0.0415290072561286,-0.251003241888957,0.783513670641091,0.966994105519597,0.802557578951633,0.768296360969544
309,24,"within","2471","2","b c","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,-2.03679604502037,-0.0803474205404387,0.0768377271088645,0.0455093150019464,0.936193533763454,0.93897500704644,0.944107174873352
309,24,"within","2472","3","a d","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,-2.31261217611688,-0.0388184132843101,-0.174165514780093,0.0237325415557759,0.969147260965236,0.862245381263598,0.663443565368653
310,16,"within","2473","5","a","6","b",45.0000000000001,44.9999999999998,45.0000000000001,-1.68657589321935,-0.210121254002054,-1.68657589321935,0.0986068360685606,0.834521530212524,0.0986068360685606,0.286517813336104
310,16,"within","2474","7","c","8","d",45,44.9999999999998,45,-0.610755933428349,-0.856486844649572,-0.610755933428349,0.544433872801685,0.396266616261916,0.544433872801685,0.500047499313951
310,16,"within","2475","1","a c","2","b c",45,44.9999999999998,45.0000000000001,-0.738200364133464,-0.383070772348316,-1.2318902012457,0.464225295565474,0.703470960848418,0.224388633169533,0.668548583984375
310,16,"within","2476","1","a c","3","a d",45,44.9999999999998,45,1.05603663202426,-0.840120264620824,-0.445136795408108,0.296588198967954,0.405282581602535,0.658354875527079,0.705718994140625
310,16,"within","2477","1","a c","4","b d",44.9999999999998,44.9999999999998,45,-0.112780611187057,-0.754205819425055,-1.84265929261961,0.910706113335023,0.454654381826148,0.0719725839397771,0.40374755859375
310,16,"within","2478","2","b c","3","a d",45,44.9999999999998,45.0000000000001,1.79423699615772,-0.457049492272508,-0.786753405837587,0.0794952612942209,0.649834293861519,0.43555017516867,0.375457763671875
310,16,"within","2479","2","b c","4","b d",44.9999999999998,44.9999999999998,45.0000000000001,0.625419752946407,-0.371135047076739,-0.610769091373917,0.534854669496118,0.712278566873149,0.544425237962862,0.632171630859375
310,16,"within","2480","3","a d","4","b d",44.9999999999998,45,45,-1.16881724321132,0.0859144451957687,-1.3975224972115,0.248631831848397,0.931915562191653,0.169108872888447,0.2978515625
311,32,"within","2481","5","a","6","b",92.9999999999998,93.0000000000004,92.9999999999998,0.299594738254251,0.931915686941452,0.299594738254251,0.765154853409952,0.353793115164039,0.765154853409952,0.642087882333859
311,32,"within","2482","7","c","8","d",93.0000000000004,92.9999999999998,93.0000000000004,-0.336716544999214,0.714697917086905,-0.336716544999214,0.737089234803979,0.47658592935558,0.737089234803979,0.379180709403707
311,32,"within","2483","1","a c","2","b c",92.9999999999998,93.0000000000004,93.0000000000004,-3.14312888412576,0.940671081521952,-0.0262737375270192,0.00224322589077695,0.349310397449286,0.979095297968018,0.875446002930403
311,32,"within","2484","1","a c","3","a d",92.9999999999998,92.9999999999998,93.000000000001,-2.99081867388178,0.787074923463583,-0.578022225594423,0.00356101598380673,0.433239232940253,0.564646115244247,0.548343148082495
311,32,"within","2485","1","a c","4","b d",92.9999999999992,93.0000000000004,93.0000000000004,-5.38624288953709,1.16433164540247,0.00875791250900644,5.39066139829331e-07,0.247267826313003,0.993031045700812,0.746825552545488
311,32,"within","2486","2","b c","3","a d",92.9999999999992,93.0000000000004,93.0000000000004,0.152310210243979,-0.153596158058369,0.551748488067404,0.8792722215322,0.878260963759999,0.58244407194937,0.746825552545488
311,32,"within","2487","2","b c","4","b d",92.9999999999992,93.0000000000004,93.0000000000004,-2.24311400541133,0.22366056388052,0.0350316500360256,0.0272640770627494,0.823512013990337,0.972129584518159,0.511912147514522
311,32,"within","2488","3","a d","4","b d",92.9999999999992,93.0000000000004,93.0000000000004,-2.39542421565531,0.377256721938888,0.586780138103429,0.018604707352303,0.706842350098782,0.558773097036683,0.691578262951225
312,32,"within","2489","5","a","6","b",92.9999999999998,93.0000000000004,92.9999999999998,-0.107730858307292,0.674609100058308,-0.107730858307292,0.914441267451561,0.501597746429379,0.914441267451561,0.730540607147789
312,32,"within","2490","7","c","8","d",93.0000000000004,93.0000000000004,93.0000000000004,-0.389396767836072,-1.27830244160795,-0.389396767836072,0.69787290560714,0.204323944107169,0.69787290560714,0.344004814882016
312,32,"within","2491","1","a c","2","b c",92.9999999999998,93.0000000000004,92.9999999999998,-0.698959063970789,0.114279907009067,0.320662435930476,0.4863219679209,0.909262269388671,0.74918563836595,0.817674298770726
312,32,"within","2492","1","a c","3","a d",92.9999999999998,93.0000000000004,92.9999999999998,1.6747335988211,-1.26663708716062,0.0886938652573657,0.097346221478114,0.208448236151614,0.929515925624184,0.624730165116489
312,32,"within","2493","1","a c","4","b d",92.9999999999998,93.0000000000004,92.9999999999998,0.422143593091269,-0.426875655566918,-0.300194620871084,0.673894521729888,0.670456500919928,0.764698702118763,0.832039680331946
312,32,"within","2494","2","b c","3","a d",92.9999999999998,93.0000000000004,92.9999999999998,2.37369266279189,-1.38091699416969,0.23196857067311,0.0196677815454981,0.1706139562678,0.817072094433163,0.90459560835734
312,32,"within","2495","2","b c","4","b d",92.9999999999998,93.0000000000004,93.0000000000004,1.12110265706206,-0.541155562575985,-0.62085705680156,0.265130722307458,0.589694315468173,0.536212340642873,0.431944658979774
312,32,"within","2496","3","a d","4","b d",92.9999999999998,93.0000000000004,93.0000000000004,-1.25259000572983,0.839761431593701,-0.38888848612845,0.213495568618619,0.40319578418661,0.69824759164816,0.803368221968413
313,32,"within","2497","5","a","6","b",93.0000000000004,93.0000000000004,93.0000000000004,0.271006384584697,1.13381966385492,0.271006384584697,0.78698671876216,0.259784474406456,0.78698671876216,0.22998127508948
313,32,"within","2498","7","c","8","d",92.9999999999992,93.0000000000004,92.9999999999992,2.09747694523928,2.30322122621778,2.09747694523928,0.0386641744122684,0.0234952031241913,0.0386641744122684,0.0124972666329003
313,32,"within","2499","1","a c","2","b c",92.9999999999998,93.0000000000004,92.9999999999992,-1.98333859549592,-0.942424839090376,-1.25501451426895,0.0502790259903362,0.348416906795668,0.212618063432335,0.560757356695831
313,32,"within","2500","1","a c","3","a d",92.9999999999998,93.0000000000004,92.9999999999992,-2.14097918626547,-0.115533064413455,0.33568777281358,0.0348907432705687,0.908271710054355,0.737862446478996,0.846459819935262
313,32,"within","2501","1","a c","4","b d",92.9999999999998,93.0000000000004,92.9999999999992,-1.97600647499501,2.43035492058586,2.61302414065116,0.0511174472930568,0.0170027614633096,0.0104662762645499,0.0118026207201183
313,32,"within","2502","2","b c","3","a d",92.9999999999998,93.0000000000004,92.9999999999992,-0.157640590769546,0.826891774676921,-1.59070228708253,0.875081781520108,0.410414987178874,0.115070319440684,0.106437701266259
313,32,"within","2503","2","b c","4","b d",92.9999999999998,93.0000000000004,92.9999999999992,0.00733212050090934,3.37277975967623,3.86803865492011,0.994165571977992,0.00108597908497798,0.000203333569059139,0.000513197388499975
313,32,"within","2504","3","a d","4","b d",92.9999999999992,93.0000000000004,92.9999999999992,0.164972711270456,2.54588798499931,2.27733636783758,0.869323522825785,0.0125444142256143,0.0250579730957147,0.0118026207201183
314,40,"within","2505","5","a","6","b",117.000000000001,117,117.000000000001,-0.809507398600869,-0.70261412745387,-0.809507398600869,0.419866598898156,0.483691844039349,0.419866598898156,0.986606536807653
314,40,"within","2506","7","c","8","d",117.000000000001,117,117.000000000001,-0.460495716115684,-1.08844274505675,-0.460495716115684,0.646015189605569,0.278636673737078,0.646015189605569,0.467448043771573
314,40,"within","2507","1","a c","2","b c",117,117,117,1.99502348895868,-0.0339730016112713,-0.0371285520057653,0.048364517039683,0.972956570578174,0.970445781420707,0.86803340303959
314,40,"within","2508","1","a c","3","a d",117,117,117,3.49971862425623,-0.306795033494101,0.501235452077833,0.000659808030542814,0.759544727431014,0.617147188099701,0.795447916561898
314,40,"within","2509","1","a c","4","b d",117,117,117,4.29956675116593,-1.26646846004303,-0.724006764112425,3.56272884391661e-05,0.207860988836589,0.47050676918826,0.276595651635944
314,40,"within","2510","2","b c","3","a d",117,117,117,1.50469513529756,-0.27282203188283,-0.538364004083598,0.135097277611295,0.785470966334751,0.591348518817952,0.86803340303959
314,40,"within","2511","2","b c","4","b d",117,117,117,2.30454326220726,-1.23249545843176,-0.68687821210666,0.0229558472981742,0.220234991498836,0.493518652710455,0.467971859456156
314,40,"within","2512","3","a d","4","b d",117,117,117,0.7998481269097,-0.959673426548931,-1.22524221619026,0.425419768020339,0.339198611780632,0.222944809251092,0.889001571444169
315,16,"within","2513","5","a","6","b",45.0000000000001,44.9999999999998,45.0000000000001,-0.495172185915607,-0.682902645366172,-0.495172185915607,0.622887942511588,0.498169235783553,0.622887942511588,0.41046354919672
315,16,"within","2514","7","c","8","d",45,44.9999999999998,45,-1.51603495255008,-0.168663475768048,-1.51603495255008,0.136504302015985,0.866817186355101,0.136504302015985,0.223978775087744
315,16,"within","2515","1","a c","2","b c",45,44.9999999999998,45,1.87677651384909,0.105772132022865,0.70841243265242,0.067041779268115,0.916233248757968,0.48234288906576,0.93988037109375
315,16,"within","2516","1","a c","3","a d",45,44.9999999999998,45,0.153991919085053,0.469394135997437,-0.0861582688361051,0.878304654189936,0.641054437183811,0.931722827293261,0.860260009765625
315,16,"within","2517","1","a c","4","b d",45,44.9999999999998,45,0.163616414027869,-0.602148178882732,-1.273227750578,0.870765762826195,0.550097704259097,0.209475444401041,0.4637451171875
315,16,"within","2518","2","b c","3","a d",45,44.9999999999998,45.0000000000001,-1.72278459476403,0.363622003974572,0.794570701488525,0.0917941637558369,0.717843095097232,0.43103397446728,0.4637451171875
315,16,"within","2519","2","b c","4","b d",45,44.9999999999998,45,-1.71316009982122,-0.707920310905597,-1.98164018323042,0.0935657433917381,0.482645508316851,0.0536482416802648,0.1590576171875
315,16,"within","2520","3","a d","4","b d",45,44.9999999999998,45,0.00962449494281583,-1.07154231488017,-1.18706948174189,0.992363425241203,0.289639064952388,0.241429038864349,0.231201171875
316,32,"within","2521","5","a","6","b",92.9999999999998,93.0000000000004,92.9999999999998,-0.654881064227965,-0.202960225089638,-0.654881064227965,0.514160828386343,0.83960951002219,0.514160828386343,0.725517831452092
316,32,"within","2522","7","c","8","d",92.9999999999998,93.0000000000004,92.9999999999998,-0.860684216796391,-0.590222672387121,-0.860684216796391,0.391625487561453,0.55647283221972,0.391625487561453,0.245933983827344
316,32,"within","2523","1","a c","2","b c",92.9999999999998,93.0000000000004,92.9999999999992,0.334521870094637,-0.270888679273907,-0.360878976925028,0.738739049544826,0.787076971896236,0.71900836910894,0.803368221968413
316,32,"within","2524","1","a c","3","a d",92.9999999999992,93.0000000000004,92.9999999999992,1.09029350253067,-0.544724581856855,-0.58328113712301,0.278400789565038,0.587246808872719,0.561115892031136,0.624730165116489
316,32,"within","2525","1","a c","4","b d",92.9999999999998,93.0000000000004,92.9999999999998,0.854889223575184,-0.56086500552701,-1.08683319794863,0.394809438519294,0.576238402980786,0.279919413241145,0.560757356695831
316,32,"within","2526","2","b c","3","a d",92.9999999999998,93.0000000000004,92.9999999999992,0.755771632436032,-0.273835902582948,0.222402160197982,0.451696156344983,0.784818001400368,0.824488526472679,0.760850263759494
316,32,"within","2527","2","b c","4","b d",93.0000000000004,93.0000000000004,92.9999999999998,0.520367353480547,-0.289976326253103,-0.725954221023602,0.604044178089705,0.772479905127779,0.469689865993527,0.246213505975902
