"Data_Set","Num_Responses_per_Condition","BW","Trial","C1","Cstr1","C2","Cstr2","DF_ART_Omni_Random","DF_Param_Random","DF_ART_Con_Random","T_ART_Omni_Random","T_Param_Random","T_ART_Con_Random","P_ART_Omni_Random","P_Param_Random","P_ART_Con_Random","P_Nonparam"
582,24,"within","4653","1","a c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-1.05153695150151,0.108529963809207,-0.876480362808689,0.296680837699664,0.913890305936328,0.383810243255377,0.899570107460022
582,24,"within","4654","2","b c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,-0.188169770268692,1.07287404878275,-2.15969344299919,0.851295877982265,0.287065606494216,0.0342740213241311,0.0893732309341432
582,24,"within","4655","2","b c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-0.962986471375069,-0.31461344400785,0.223416563068881,0.338917107555731,0.754004553341437,0.823871447224038,0.623094320297242
582,24,"within","4656","3","a d","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-0.774816701106377,-1.3874874927906,-1.93627687993031,0.44109513733731,0.169758148036899,0.056930762779887,0.0194419622421265
583,24,"within","4657","5","a","6","b",68.9999999999999,68.9999999999999,68.9999999999999,1.13164955616185,0.816852725249569,1.13164955616185,0.261699485954768,0.416824032450448,0.261699485954768,0.565507309842104
583,24,"within","4658","7","c","8","d",68.9999999999996,68.9999999999999,68.9999999999996,0.439110837424435,-0.568581588626378,0.439110837424435,0.661953284289238,0.571486093581595,0.661953284289238,0.418265125441536
583,24,"within","4659","1","a c","2","b c",68.9999999999999,68.9999999999999,68.9999999999999,-1.15946038619707,0.740054140942908,0.330156336586079,0.250265209996106,0.461777837234044,0.742282165736139,0.87740707397461
583,24,"within","4660","1","a c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,0.675893969204929,-0.239595857287305,-0.0550260560976797,0.501367120321101,0.811353892252677,0.956276725418658,0.490798592567444
583,24,"within","4661","1","a c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,0.549507292036527,0.17555420427915,1.04549506585592,0.584431549515163,0.861158361393233,0.299443068075876,0.663443565368653
583,24,"within","4662","2","b c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,1.835354355402,-0.979649998230214,0.385182392683758,0.0707630065223808,0.330681364272436,0.701287126576581,0.583806157112122
583,24,"within","4663","2","b c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,1.7089676782336,-0.564499936663759,0.715338729269837,0.0919516075712774,0.574244503354822,0.476813399014923,0.643142223358155
583,24,"within","4664","3","a d","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-0.126386677168401,0.415150061566455,1.1005211219536,0.899793414088254,0.679320148197103,0.274929715861895,0.623094320297242
584,32,"within","4665","5","a","6","b",93.0000000000004,93.0000000000004,93.0000000000004,-0.403634708326289,-0.758105654693193,-0.403634708326289,0.687407939868246,0.45030457139313,0.687407939868246,0.428087081387454
584,32,"within","4666","7","c","8","d",92.9999999999998,93.0000000000004,92.9999999999998,0.0997978434446658,-1.08376810057966,0.0997978434446658,0.920719634745925,0.281269362017488,0.920719634745925,0.510076092879823
584,32,"within","4667","1","a c","2","b c",92.9999999999998,93.0000000000004,93.0000000000004,0.863790204279607,0.339719177692517,-1.38784301977467,0.389925497514509,0.73483404414743,0.168500984179348,0.389612674247474
584,32,"within","4668","1","a c","3","a d",92.9999999999998,93.0000000000004,93.0000000000004,2.1244569889039,0.109441053828401,-0.988033937919053,0.0362845109908995,0.913088476756836,0.325699679298935,0.860930136404932
584,32,"within","4669","1","a c","4","b d",92.9999999999998,93.0000000000004,93.0000000000004,4.53840042464745,-1.30240142244296,-0.418191108607599,1.69252178105753e-05,0.19599535040707,0.676771468219082,0.389612674247474
584,32,"within","4670","2","b c","3","a d",92.9999999999998,93.0000000000004,93.0000000000004,1.26066678462429,-0.230278123864115,-0.399809081855617,0.210582615009048,0.818381436598538,0.690213926042793,0.78912592260167
584,32,"within","4671","2","b c","4","b d",92.9999999999998,93.0000000000004,93.0000000000004,3.67461022036784,-1.64212060013548,0.969651911167071,0.000398054380231411,0.10394238266923,0.334735104188311,0.488326313905418
584,32,"within","4672","3","a d","4","b d",92.9999999999998,93.0000000000004,93.0000000000004,2.41394343574355,-1.41184247627136,0.569842829311454,0.0177394213562184,0.161333542045928,0.570158299159442,0.677999433595687
585,16,"within","4673","5","a","6","b",45.0000000000001,45.0000000000001,45.0000000000001,0.49999999989591,-0.0733843332099701,0.49999999989591,0.619511419536556,0.94182551256739,0.619511419536556,0.488326313905418
585,16,"within","4674","7","c","8","d",45,45.0000000000001,45,-0.581029598166176,0.603789860089227,-0.581029598166176,0.56411945287152,0.549015180125711,0.56411945287152,0.760850263759494
585,16,"within","4675","1","a c","2","b c",45,45,45.0000000000001,0.472202450629287,-0.539574813092546,0.381027872171348,0.639064252166199,0.592150367150469,0.704975583208554,0.899932861328125
585,16,"within","4676","1","a c","3","a d",45,45,45,-1.6175445649216,-0.0607403489661536,-0.361976478562781,0.112750091588594,0.951834963965871,0.719063932784873,0.596588134765625
585,16,"within","4677","1","a c","4","b d",45,45.0000000000001,45.0000000000001,-1.18552955689906,0.375053344835146,-0.0571541808257023,0.242030806083119,0.709382730934196,0.954675410684423,0.596588134765625
585,16,"within","4678","2","b c","3","a d",45,45.0000000000001,45,-2.08974701555089,0.478834464126392,0.74300435073413,0.0423231994140185,0.634374974016061,0.461340500941656,0.820892333984375
585,16,"within","4679","2","b c","4","b d",44.9999999999998,45.0000000000001,45.0000000000001,-1.65773200752835,0.914628157927692,-0.438182052997051,0.104327796305233,0.365261946832797,0.663350649160456,0.93988037109375
585,16,"within","4680","3","a d","4","b d",45,45.0000000000001,45.0000000000001,0.432015008022539,0.4357936938013,0.304822297737079,0.667793588581479,0.665069860218092,0.761906884373984,0.433197021484375
586,40,"within","4681","5","a","6","b",117,116.999999999999,117,-1.6466531350544,-1.38908309307723,-1.6466531350544,0.102312845177589,0.167445742739343,0.102312845177589,0.0855290152063192
586,40,"within","4682","7","c","8","d",117,116.999999999999,117,-0.55984283827254,-0.988344504047517,-0.55984283827254,0.576656912762493,0.325023499851504,0.576656912762493,0.227714854673686
586,40,"within","4683","1","a c","2","b c",117,116.999999999999,117,1.07675055442823,-0.580555607630057,-0.934410596480805,0.283806909755486,0.562656529855127,0.352016623057003,0.320308061051037
586,40,"within","4684","1","a c","3","a d",117,116.999999999999,117,1.25705548217447,-0.297190633844017,-0.182819464528853,0.211237190613412,0.766847967078743,0.85525609033608,0.685015902603482
586,40,"within","4685","1","a c","4","b d",117,116.999999999999,117,1.70908755455235,-1.68109517570695,-1.5031822639039,0.0900859885397697,0.095412112804786,0.135486495667544,0.326894475290828
586,40,"within","4686","2","b c","3","a d",117,116.999999999999,117,0.180304927746237,0.28336497378604,-0.751591131951952,0.857225116957417,0.777397857555661,0.453806185275578,0.704687674307934
586,40,"within","4687","2","b c","4","b d",117,117,117,0.632337000124125,-1.10053956807689,-0.568771667423099,0.528400475354357,0.273356215662722,0.570601267902546,0.237050310637642
586,40,"within","4688","3","a d","4","b d",117,117,117,0.452032072377889,-1.38390454186293,-1.32036279937505,0.652082798509649,0.169022039325145,0.189291058197249,0.149902375516831
587,40,"within","4689","5","a","6","b",117,117.000000000001,117,-1.23720321116772,1.43880605853537,-1.23720321116772,0.218489025718724,0.152875287994417,0.218489025718724,0.921675110647383
587,40,"within","4690","7","c","8","d",117,117.000000000001,117,0.489647602116947,-0.526725408513265,0.489647602116947,0.625300093556332,0.599381484670962,0.625300093556332,0.713681698541437
587,40,"within","4691","1","a c","2","b c",117,117.000000000001,117,-3.43886088782691,0.839679536492674,0.546016411199421,0.000810115731498725,0.402800590188612,0.586094280828878,0.443733318028535
587,40,"within","4692","1","a c","3","a d",117.000000000001,117.000000000001,117,2.89768556882626,-0.550161092492962,1.44965760634232,0.00448902508361477,0.583257678278579,0.149829273151655,0.685015902603482
587,40,"within","4693","1","a c","4","b d",117,117.000000000001,117,-2.95248813277569,0.644938412619668,-0.577947195480089,0.00381027900842988,0.520229710167896,0.564410453848832,0.655899289928129
587,40,"within","4694","2","b c","3","a d",117,117.000000000001,117,6.33654645665316,-1.38984062898564,-0.903641195142902,4.54310468945085e-09,0.167216097594501,0.368042477802174,0.920592268303153
587,40,"within","4695","2","b c","4","b d",117.000000000001,117.000000000001,117,0.486372755051216,-0.194741123873007,-1.12396360667951,0.627612688146841,0.845933370025222,0.263329260360756,0.34032321635641
587,40,"within","4696","3","a d","4","b d",117,117.000000000001,117,-5.85017370160195,1.19509950511263,-2.02760480182241,4.55862293492979e-08,0.234465006685346,0.0448726552810157,0.420212250812256
588,24,"within","4697","5","a","6","b",69.0000000000002,68.9999999999996,69.0000000000002,1.19258308899432,1.60364210436573,1.19258308899432,0.237117783183924,0.113361019652117,0.237117783183924,0.25105755453972
588,24,"within","4698","7","c","8","d",68.9999999999999,68.9999999999996,68.9999999999999,-0.0916025312574065,-0.897242126787611,-0.0916025312574065,0.927279263670649,0.372709733181096,0.927279263670649,0.890887622667485
588,24,"within","4699","1","a c","2","b c",68.9999999999996,68.9999999999996,68.9999999999999,-2.23249461725128,0.0745061380157312,0.350895090692974,0.0288304253197598,0.940823241644212,0.726736156392456,0.944107174873352
588,24,"within","4700","1","a c","3","a d",68.9999999999996,68.9999999999996,68.9999999999999,0.794252892675936,-1.6938860607953,-0.629547074478572,0.429771487680149,0.0947968364426337,0.531070019298643,0.704756498336792
588,24,"within","4701","1","a c","4","b d",68.9999999999996,68.9999999999996,68.9999999999999,-0.27906182715641,0.49950021437551,0.815315063668969,0.781032097220015,0.619016090838326,0.41769743894158,0.45587432384491
588,24,"within","4702","2","b c","3","a d",68.9999999999996,68.9999999999996,68.9999999999999,3.02674750992722,-1.76839219881103,0.980442165171546,0.00347319733102485,0.0814154545830951,0.330293167504565,0.43893051147461
588,24,"within","4703","2","b c","4","b d",68.9999999999996,68.9999999999996,68.9999999999999,1.95343279009487,0.424994076359779,0.464419972975995,0.0548241877232013,0.672163432495286,0.643808963133725,0.527059078216553
588,24,"within","4704","3","a d","4","b d",68.9999999999996,68.9999999999996,68.9999999999999,-1.07331471983235,2.19338627517081,1.44486213814754,0.286869316218198,0.031652009919245,0.153022795319098,0.0893732309341432
589,16,"within","4705","5","a","6","b",45.0000000000001,45,45.0000000000001,0.999388398074488,0.91979826614403,0.999388398074488,0.322950462876285,0.362582717015168,0.322950462876285,0.246213505975902
589,16,"within","4706","7","c","8","d",45,45,45,-1.69507280744203,-0.36747669746923,-1.69507280744203,0.0969717551949201,0.714986164570692,0.0969717551949201,0.149057563859969
589,16,"within","4707","1","a c","2","b c",45.0000000000001,45,45,-2.01048558469143,0.304389463645814,-0.147586078824201,0.0503956401897328,0.762234432025673,0.883328740437876,0.979949951171875
589,16,"within","4708","1","a c","3","a d",45.0000000000001,45,45,-1.30577929727382,-0.605851392376788,-1.37044216051044,0.198263834966869,0.547657346792393,0.177346945717368,0.1590576171875
589,16,"within","4709","1","a c","4","b d",45.0000000000001,45,45,-1.61667912995806,0.390550326605543,-0.590344315296806,0.11293738909992,0.697972446523373,0.55791302396341,0.433197021484375
589,16,"within","4710","2","b c","3","a d",45.0000000000001,45,45,0.704706287417616,-0.910240856022602,1.22285608168624,0.484624520091857,0.367545510987135,0.227749874730392,0.17535400390625
589,16,"within","4711","2","b c","4","b d",45.0000000000001,45,45.0000000000001,0.393806454733374,0.0861608629597286,-0.442758236472604,0.695583828109847,0.931720776742573,0.660061698186675,0.596588134765625
589,16,"within","4712","3","a d","4","b d",45.0000000000001,45,45,-0.310899832684242,0.996401718982331,0.780097845213636,0.757312384327836,0.324382937750514,0.439417365468043,0.116668701171875
590,40,"within","4713","5","a","6","b",117,117,117,0.635462852137674,0.388562512868349,0.635462852137674,0.526367513111769,0.698305971413389,0.526367513111769,0.239000582637434
590,40,"within","4714","7","c","8","d",117.000000000001,117,117.000000000001,1.50552890632075,2.22346115480967,1.50552890632075,0.134883146783441,0.0281051513306612,0.134883146783441,0.240919253044502
590,40,"within","4715","1","a c","2","b c",117,117,117,0.742723646141171,0.907603082408629,1.43814102574335,0.459137636767823,0.365953542552724,0.153063502451372,0.135083840892548
590,40,"within","4716","1","a c","3","a d",117,117,117,-1.13312966526666,2.20507235491532,2.05403365045463,0.259476463872428,0.0294044516421169,0.0422005555644749,0.121398801846226
590,40,"within","4717","1","a c","4","b d",117,117,117,-2.37735047418691,1.84697964803488,1.35877341946612,0.0190590870325684,0.0672767622053053,0.176832165242197,0.149902375516831
590,40,"within","4718","2","b c","3","a d",117,117,117,-1.87585331140783,1.29746927250669,-0.615892624711278,0.0631676196382335,0.197022182052032,0.539161713183816,0.443733318028535
590,40,"within","4719","2","b c","4","b d",117,117,117,-3.12007412032808,0.939376565626253,-0.0793676062772269,0.00227730766964601,0.349472727781983,0.936875823146797,0.899515130446161
590,40,"within","4720","3","a d","4","b d",117,117,117.000000000001,-1.24422080892025,-0.358092706880439,-0.695260230988506,0.215905139220771,0.720919180437122,0.488270793950245,0.826382224491681
591,32,"within","4721","5","a","6","b",92.9999999999998,93.0000000000004,92.9999999999998,0.633820944994171,1.77676156929979,0.633820944994171,0.527753512489328,0.0788772802532544,0.527753512489328,0.128157653142041
591,32,"within","4722","7","c","8","d",92.9999999999992,93.0000000000004,92.9999999999992,-0.497952904347684,-0.455326198964064,-0.497952904347684,0.619692713446432,0.649935840230299,0.619692713446432,0.623050510895152
591,32,"within","4723","1","a c","2","b c",93.0000000000004,93.0000000000004,92.9999999999998,-2.61871194629117,0.790104033153418,-0.0614773879466155,0.0103053826829353,0.431477046824215,0.951110950062435,0.511912147514522
591,32,"within","4724","1","a c","3","a d",92.9999999999998,93.0000000000004,92.9999999999998,0,-0.788220363989499,-0.571378076209721,1,0.432572375436106,0.569121694742331,0.349836866371334
591,32,"within","4725","1","a c","4","b d",92.9999999999998,93.0000000000004,92.9999999999998,-1.70142301595189,0.934395911264148,0.141036360583412,0.0922047477107305,0.352519517761567,0.888146262045313,0.719023431651294
591,32,"within","4726","2","b c","3","a d",92.9999999999998,93.0000000000004,92.9999999999998,2.61871194629117,-1.57832439714292,0.509900688263105,0.0103053826829353,0.117886629052969,0.611329017553267,0.691578262951225
591,32,"within","4727","2","b c","4","b d",92.9999999999998,93.0000000000004,92.9999999999998,0.917288930339281,0.14429187811073,0.202513748530028,0.361363959958657,0.885582215934801,0.839957488240192,0.948543506674469
591,32,"within","4728","3","a d","4","b d",92.9999999999992,93.0000000000004,92.9999999999998,-1.70142301595189,1.72261627525365,0.712414436793133,0.0922047477107305,0.088281820140258,0.477991726265097,0.106437701266259
592,24,"within","4729","5","a","6","b",68.9999999999999,68.9999999999996,68.9999999999999,-0.490130182863186,-0.213614605778934,-0.490130182863186,0.625596677236817,0.831477555592627,0.625596677236817,0.558632892129993
592,24,"within","4730","7","c","8","d",68.9999999999999,68.9999999999996,68.9999999999999,-0.672542139170234,-1.82980341556318,-0.672542139170234,0.50348468996917,0.0715992843689225,0.50348468996917,0.400846068449425
592,24,"within","4731","1","a c","2","b c",68.9999999999999,68.9999999999999,68.9999999999996,0.178435554218415,-0.101759982319018,0.0204443838685819,0.858903796136314,0.919242328979405,0.983747883711036,0.988812685012817
592,24,"within","4732","1","a c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,1.93130246918755,-1.24457804939527,-0.347554525765894,0.0575542933993319,0.217497751019681,0.729232724364606,0.768296360969544
592,24,"within","4733","1","a c","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,1.47996547910567,-1.4449147396898,-0.531553980583131,0.143434062864727,0.15300806281827,0.596742137806364,0.276815414428711
592,24,"within","4734","2","b c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,1.75286691496913,-1.14281806707625,0.367998909634476,0.0840666248372253,0.257064024489269,0.714000563866078,0.663443565368653
592,24,"within","4735","2","b c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,1.30152992488726,-1.34315475737079,-0.551998364451713,0.197406021623052,0.183623173084026,0.582733001890473,0.422341465950013
592,24,"within","4736","3","a d","4","b d",68.9999999999999,68.9999999999996,68.9999999999999,-0.451336990081872,-0.200336690294533,-0.183999454817238,0.653162064426945,0.841806576449241,0.854553561283327,0.545669555664063
593,16,"within","4737","5","a","6","b",45.0000000000001,45.0000000000001,45.0000000000001,0.993480154673939,0.604666811244133,0.993480154673939,0.325788313522933,0.548437364284204,0.325788313522933,0.442918127868325
593,16,"within","4738","7","c","8","d",45,45.0000000000001,45,0.875465027329751,-1.13593600805279,0.875465027329751,0.385970059962995,0.261997021356679,0.385970059962995,0.817674298770726
593,16,"within","4739","1","a c","2","b c",45.0000000000001,45,45.0000000000001,-0.404454354800745,0.497849738871351,1.26622504994871,0.687794664909348,0.62101427116915,0.211948247522931,0.14385986328125
593,16,"within","4740","1","a c","3","a d",45.0000000000001,45.0000000000001,45.0000000000001,4.29919999362274,-0.732942318005926,0.737471732387711,9.0805558767412e-05,0.467394616806992,0.464663743786046,0.860260009765625
593,16,"within","4741","1","a c","4","b d",45.0000000000001,45,45,2.45668571064156,-0.375664051698931,1.057506635122,0.0179444172811302,0.708931774584981,0.295924486299364,0.860260009765625
593,16,"within","4742","2","b c","3","a d",45.0000000000001,45.0000000000001,45.0000000000001,4.70365434842348,-1.23079205687728,0.528753317561,2.45043482963164e-05,0.224795242463219,0.599575042861018,0.375457763671875
593,16,"within","4743","2","b c","4","b d",45.0000000000001,45.0000000000001,45.0000000000001,2.86114006544231,-0.873513790570282,-0.208718414826711,0.00638203538583085,0.387020845545083,0.835609971782134,0.743560791015625
593,16,"within","4744","3","a d","4","b d",45.0000000000001,45.0000000000001,45,-1.84251428298117,0.357278266306995,0.32003490273429,0.0719941800140633,0.722553670817692,0.750423137294421,0.705718994140625
594,24,"within","4745","5","a","6","b",68.9999999999999,68.9999999999999,68.9999999999999,-1.56434346353754,-2.19552495331997,-1.56434346353754,0.122312035543268,0.0314916714295903,0.122312035543268,0.0767305405611156
594,24,"within","4746","7","c","8","d",69.0000000000002,68.9999999999999,69.0000000000002,-1.05974613645452,-0.644268292246389,-1.05974613645452,0.292955747891324,0.521537515268807,0.292955747891324,0.460568630318065
594,24,"within","4747","1","a c","2","b c",69.0000000000002,68.9999999999999,68.9999999999999,1.63184129415171,-1.41995578806752,-2.2004484929617,0.107269000693024,0.160123145969145,0.0311252528516248,0.0893732309341432
594,24,"within","4748","1","a c","3","a d",69.0000000000002,68.9999999999999,68.9999999999999,-0.458443708056,-0.323051683661583,-2.13682106665919,0.648074397075027,0.74763307938593,0.0361602949714233,0.0604270696640016
594,24,"within","4749","1","a c","4","b d",69.0000000000002,68.9999999999999,68.9999999999999,2.75611991152714,-2.00803706110773,-2.34361020214234,0.00747616237863376,0.0485560730222041,0.0219853958325147,0.0164066553115845
594,24,"within","4750","2","b c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,-2.09028500220771,1.09690410440593,-0.0636274263025068,0.0402788776653092,0.276496770744037,0.949450862988975,0.359626293182373
594,24,"within","4751","2","b c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,1.12427861737543,-0.588081273040212,-0.143161709180641,0.264790929594983,0.558397698051421,0.886579728788885,0.623094320297242
594,24,"within","4752","3","a d","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,3.21456361958314,-1.68498537744615,-0.206789135483147,0.00198815038117613,0.0965095574883999,0.836783562379605,0.527059078216553
595,16,"within","4753","5","a","6","b",45,45,45,-0.717981184969604,-0.667240280442643,-0.717981184969604,0.476480035759437,0.508025981774715,0.476480035759437,0.774951814673841
595,16,"within","4754","7","c","8","d",45.0000000000001,45,45.0000000000001,-1.94214901294431,-1.2323376011532,-1.94214901294431,0.0583939654557585,0.224223130517701,0.0583939654557585,0.124046502634883
595,16,"within","4755","1","a c","2","b c",45.0000000000002,45,45,1.69978102672749,0.26572112956938,0.129517938955806,0.0960754312291021,0.791667618902145,0.897525028976981,0.781951904296875
595,16,"within","4756","1","a c","3","a d",45.0000000000002,45,45,2.14232756623051,-0.133863017935407,-0.866773899165778,0.0376134826322211,0.894107784496453,0.390664286725353,0.348388671875
595,16,"within","4757","1","a c","4","b d",45.0000000000001,45,45,2.59493198163132,-1.3432044014684,-1.13577269545861,0.0127277365472099,0.185941102544239,0.262064659896143,0.2978515625
595,16,"within","4758","2","b c","3","a d",45.0000000000001,45,45,0.442546539503016,-0.399584147504787,0.996291838121584,0.660213697974003,0.691353138522102,0.324435720384061,0.5618896484375
595,16,"within","4759","2","b c","4","b d",45.0000000000001,45,45.0000000000001,0.895150954903827,-1.60892553103778,-1.26529063441441,0.375469699039258,0.114626752359148,0.212279851690098,0.21142578125
595,16,"within","4760","3","a d","4","b d",45.0000000000001,45,45,0.452604415400811,-1.20934138353299,-0.268998796292828,0.653008190437816,0.232847171146175,0.78916013704412,0.781951904296875
596,16,"within","4761","5","a","6","b",45.0000000000001,45,45.0000000000001,-1.20404554064694,-1.42151087733958,-1.20404554064694,0.234867236942167,0.16206202175162,0.234867236942167,0.209954311139882
596,16,"within","4762","7","c","8","d",44.9999999999998,45,44.9999999999998,-1.06945034501687,-1.16512287315946,-1.06945034501687,0.290569948788377,0.250108439302139,0.290569948788377,0.536062451545149
596,16,"within","4763","1","a c","2","b c",45.0000000000001,45,45.0000000000002,3.50215131631547,0.120143527464145,0.931488653864687,0.00105477878228546,0.904904268195209,0.356571610803506,0.820892333984375
596,16,"within","4764","1","a c","3","a d",45.0000000000001,45,45.0000000000002,2.64935472955034,0.301437223834794,0.415241930036066,0.011086044774195,0.764469713902219,0.679938094170131,0.528167724609375
596,16,"within","4765","1","a c","4","b d",45.0000000000001,45,45.0000000000001,3.62722814904102,-1.82902626542387,-1.39162160336411,0.000727821544661834,0.0740270515736637,0.170878227001317,0.19281005859375
596,16,"within","4766","2","b c","3","a d",45.0000000000001,45,45.0000000000001,-0.85279658676513,0.181293696370649,0.516246723828622,0.398288491080712,0.856951173978542,0.608209750686346,0.528167724609375
596,16,"within","4767","2","b c","4","b d",45.0000000000001,45,45,0.125076832725552,-1.94916979288801,-2.3231102572288,0.901019826173225,0.0575248110011158,0.0247514841807773,0.17535400390625
596,16,"within","4768","3","a d","4","b d",45.0000000000001,45,45,0.977873419490682,-2.13046348925866,-1.80686353340018,0.333364927826174,0.0386339377406205,0.077472579349881,0.02899169921875
597,24,"within","4769","5","a","6","b",68.9999999999999,68.9999999999999,68.9999999999999,0.0562462209008649,0.579470476364648,0.0562462209008736,0.955308217507592,0.564158975630633,0.955308217507585,0.389474761247904
597,24,"within","4770","7","c","8","d",68.9999999999999,68.9999999999999,68.9999999999999,1.79712389970473,1.67123657309842,1.79712389970473,0.0766919933754164,0.0992048220381476,0.0766919933754164,0.0683994324788772
597,24,"within","4771","1","a c","2","b c",68.9999999999999,68.9999999999999,68.9999999999999,-1.55200757410582,0.0771549274147815,-0.73083133116694,0.125235386374553,0.938723590279546,0.467356650526119,0.944107174873352
597,24,"within","4772","1","a c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,-3.14470448536047,0.849150137884799,0.438498798700164,0.00245249038714578,0.398734300629304,0.662394638182135,0.527059078216553
597,24,"within","4773","1","a c","4","b d",69.0000000000002,68.9999999999999,68.9999999999999,-3.88292531648946,1.5914902171397,1.43917554445182,0.000233595380101288,0.116070737947124,0.154621993607575,0.359626293182373
597,24,"within","4774","2","b c","3","a d",68.9999999999999,68.9999999999999,68.9999999999999,-1.59269691125466,0.771995210470017,-1.1693301298671,0.115799355200279,0.442753358642494,0.24629429042069,0.527059078216553
597,24,"within","4775","2","b c","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-2.33091774238364,1.51433528972492,2.17000687561876,0.0226864700659426,0.134508404942458,0.0334519654875039,0.0526407957077027
597,24,"within","4776","3","a d","4","b d",68.9999999999999,68.9999999999999,68.9999999999999,-0.738220831128984,0.742340079254902,1.00067674575166,0.46288375864758,0.460400987565796,0.32047955717041,0.218218922615052
598,24,"within","4777","5","a","6","b",68.9999999999999,68.9999999999999,68.9999999999999,1.12382904340841,0.808239417602251,1.12382904340841,0.264980314032699,0.421730652248136,0.264980314032699,0.1136161696544
598,24,"within","4778","7","c","8","d",68.9999999999999,68.9999999999999,68.9999999999999,0.370857281101754,0.481805279280014,0.370857281101754,0.711880008147661,0.631468973376351,0.711880008147661,0.383862075444377
598,24,"within","4779","1","a c","2","b c",69.0000000000002,68.9999999999999,68.9999999999999,-0.574846523110041,-0.529927984490134,0.49322536846091,0.567264776958107,0.597863016338487,0.623419515308992,0.643142223358155
598,24,"within","4780","1","a c","3","a d",69.0000000000002,68.9999999999999,68.9999999999999,-0.647349688186983,-0.760751777308575,-0.0262353919394097,0.519553648159804,0.449397320011015,0.979145316535959,0.87740707397461
598,24,"within","4781","1","a c","4","b d",69.0000000000002,68.9999999999999,68.9999999999999,-0.642170890681487,0.912199353199194,1.29602836180686,0.522890140895854,0.364839946998804,0.199284145056586,0.14335036277771
598,24,"within","4782","2","b c","3","a d",69.0000000000002,68.9999999999999,68.9999999999999,-0.0725031650769421,-0.230823792818441,0.51946076040032,0.942411244961969,0.818134747389023,0.60510186344042,0.9218088388443
598,24,"within","4783","2","b c","4","b d",69.0000000000002,68.9999999999999,68.9999999999999,-0.0673243675714462,1.44212733768933,0.80280299334595,0.946518184224454,0.153790270912276,0.424845282736396,0.374750375747681
598,24,"within","4784","3","a d","4","b d",69.0000000000002,68.9999999999999,68.9999999999999,0.0051787975054959,1.67295113050777,1.32226375374627,0.995882879799436,0.0988653923678205,0.190446801890347,0.0646493434906007
599,32,"within","4785","5","a","6","b",92.9999999999998,92.9999999999998,92.9999999999998,-1.44277417541958,-0.595168776996143,-1.44277417541958,0.152443774144818,0.55317613248444,0.152443774144818,0.135003903342825
599,32,"within","4786","7","c","8","d",93.0000000000004,92.9999999999998,93.0000000000004,1.09880067078561,2.05183773466606,1.09880067078561,0.274691504222425,0.0429967117898823,0.274691504222425,0.314189796485367
599,32,"within","4787","1","a c","2","b c",92.9999999999992,92.9999999999998,93.0000000000004,-0.15749070398248,-0.0473428735238504,-1.09712221949104,0.875199565882124,0.962341476586735,0.275420611784683,0.143778150435537
599,32,"within","4788","1","a c","3","a d",92.9999999999998,92.9999999999998,93.0000000000004,-5.1499460202271,1.82437338071744,0.980095849411993,1.45145311587024e-06,0.0713067173336459,0.329581581207924,0.977935066912323
599,32,"within","4789","1","a c","4","b d",92.9999999999998,92.9999999999998,93.0000000000004,-4.43598816217319,1.03002049791234,-0.351079110237132,2.5115777992419e-05,0.305671758873698,0.72632308031474,0.33092476380989
599,32,"within","4790","2","b c","3","a d",92.9999999999998,92.9999999999998,93.0000000000004,-4.99245531624462,1.87171625424129,-2.07721806890303,2.77461920961784e-06,0.0643889304166362,0.0405385149095706,0.06498370366171
599,32,"within","4791","2","b c","4","b d",92.9999999999998,92.9999999999998,93.0000000000004,-4.27849745819071,1.07736337143619,0.746043109253905,4.56201029606535e-05,0.284104646822888,0.457523020058061,0.238640971016139
599,32,"within","4792","3","a d","4","b d",93.0000000000004,92.9999999999998,93.0000000000004,0.713957858053909,-0.794352882805103,-1.33117495964913,0.477041285486832,0.429012404388039,0.186385548795198,0.548343148082495
600,8,"within","4793","5","a","6","b",21,21,21,0.922999264078357,0.329453562863284,0.922999264078357,0.366491704352489,0.745076311068022,0.366491704352489,0.5618896484375
600,8,"within","4794","7","c","8","d",21,21,21,4.46535470355508,3.23618777915363,4.46535470355508,0.000213576666591662,0.00395652895091168,0.000213576666591662,0.000213623046875
600,8,"within","4795","1","a c","2","b c",21,21,21,0.567655167501788,0.204282164773104,1.35103417821944,0.576288347965138,0.840099830221466,0.191062348829266,0.84375
