,Population_Distribution,Layout,BW,Condition_Sample_Size,Contrast_Size,ART_Con_Num_Sig,Param_Num_Sig,Nonparam_Num_Sig,ART_Omni_Num_Sig,ART_Con_Proportion_Sig,Param_Proportion_Sig,Nonparam_Proportion_Sig,ART_Omni_Proportion_Sig,Num_Trials
265,111,3x3,between,40,1,977,732,796,977,0.798202614,0.598039216,0.650326797,0.798202614,1224
266,111,3x3,between,40,2,5565,3476,5476,5246,0.757761438,0.473311547,0.745642702,0.714324619,7344
267,111,3x3,between,8,1,678,399,412,678,0.585492228,0.344559585,0.355785838,0.585492228,1158
268,111,3x3,between,8,2,3754,1975,3497,3138,0.540299367,0.284254462,0.503310305,0.45164076,6948
269,111,3x3,between,32,1,986,754,803,986,0.801626016,0.61300813,0.652845528,0.801626016,1230
270,111,3x3,between,32,2,5470,3279,5360,5058,0.741192412,0.444308943,0.726287263,0.685365854,7380
271,111,3x3,within,40,1,979,689,813,979,0.799836601,0.562908497,0.664215686,0.799836601,1224
272,111,3x3,within,40,2,5567,3166,5352,5397,0.758033769,0.431100218,0.72875817,0.734885621,7344
273,111,3x3,within,24,1,873,571,654,873,0.761780105,0.498254799,0.570680628,0.761780105,1146
274,111,3x3,within,24,2,4815,2650,4493,4680,0.70026178,0.385398487,0.653432228,0.680628272,6876
275,111,3x3,within,16,1,880,535,593,880,0.715447154,0.43495935,0.482113821,0.715447154,1230
276,111,3x3,within,16,2,4767,2319,4270,4647,0.645934959,0.314227642,0.578590786,0.629674797,7380
277,111,3x3,within,8,1,706,403,434,706,0.549844237,0.313862928,0.338006231,0.549844237,1284
278,111,3x3,within,8,2,3865,1980,2984,3535,0.501687435,0.257009346,0.387331256,0.458852544,7704
279,111,3x3,within,32,1,766,518,583,766,0.783231084,0.529652352,0.596114519,0.783231084,978
280,111,3x3,within,32,2,4273,2476,4044,4109,0.728186776,0.421949557,0.689161554,0.700238582,5868
281,120,2x2,between,8,1,195,163,127,195,0.482673267,0.403465347,0.314356436,0.482673267,404
282,120,2x2,between,8,2,516,430,493,317,0.425742574,0.354785479,0.406765677,0.261551155,1212
283,120,2x2,between,24,1,284,264,226,284,0.717171717,0.666666667,0.570707071,0.717171717,396
284,120,2x2,between,24,2,750,654,742,529,0.631313131,0.550505051,0.624579125,0.445286195,1188
285,120,2x2,between,32,1,311,291,254,311,0.730046948,0.683098592,0.596244131,0.730046948,426
286,120,2x2,between,32,2,843,754,832,672,0.659624413,0.589984351,0.651017214,0.525821596,1278
287,120,2x2,between,40,1,345,319,280,345,0.809859155,0.748826291,0.657276995,0.809859155,426
288,120,2x2,between,40,2,936,820,930,713,0.732394366,0.641627543,0.727699531,0.557902973,1278
289,120,2x2,between,16,1,229,207,172,229,0.658045977,0.594827586,0.494252874,0.658045977,348
290,120,2x2,between,16,2,635,523,614,406,0.608237548,0.500957854,0.588122605,0.388888889,1044
291,120,2x2,within,32,1,280,245,242,280,0.676328502,0.59178744,0.584541063,0.676328502,414
292,120,2x2,within,32,2,842,682,841,705,0.677938808,0.549114332,0.677133655,0.56763285,1242
293,120,2x2,within,8,1,207,150,132,207,0.5,0.362318841,0.31884058,0.5,414
294,120,2x2,within,8,2,508,405,429,348,0.409017713,0.326086957,0.345410628,0.280193237,1242
295,120,2x2,within,16,1,255,214,205,255,0.640703518,0.537688442,0.515075377,0.640703518,398
296,120,2x2,within,16,2,695,540,660,522,0.582077052,0.452261307,0.552763819,0.43718593,1194
297,120,2x2,within,40,1,267,242,234,267,0.762857143,0.691428571,0.668571429,0.762857143,350
298,120,2x2,within,40,2,742,611,744,628,0.706666667,0.581904762,0.708571429,0.598095238,1050
299,120,2x2,within,24,1,301,258,241,301,0.756281407,0.648241206,0.605527638,0.756281407,398
300,120,2x2,within,24,2,783,600,773,597,0.655778894,0.502512563,0.647403685,0.5,1194
301,120,2x2x2,between,40,1,525,467,418,525,0.829383886,0.737756714,0.660347551,0.829383886,633
302,120,2x2x2,between,40,2,2904,2518,2491,2296,0.764612954,0.662980516,0.655871511,0.604528699,3798
303,120,2x2x2,between,40,3,4316,3285,4300,2795,0.730534868,0.556025728,0.727826676,0.473087339,5908
304,120,2x2x2,between,24,1,474,397,347,474,0.782178218,0.655115512,0.572607261,0.782178218,606
305,120,2x2x2,between,24,2,2518,2110,2168,1870,0.692519252,0.580308031,0.596259626,0.51430143,3636
306,120,2x2x2,between,24,3,3725,2724,3668,2224,0.658592645,0.481612447,0.648514851,0.39321075,5656
307,120,2x2x2,between,16,1,447,365,294,447,0.726829268,0.593495935,0.47804878,0.726829268,615
308,120,2x2x2,between,16,2,2299,1855,1778,1639,0.62303523,0.502710027,0.481842818,0.444173442,3690
309,120,2x2x2,between,16,3,3290,2373,3176,1826,0.573170732,0.413414634,0.553310105,0.318118467,5740
310,120,2x2x2,between,8,1,378,256,176,378,0.646153846,0.437606838,0.300854701,0.646153846,585
311,120,2x2x2,between,8,2,1662,1358,1186,1095,0.473504274,0.386894587,0.337891738,0.311965812,3510
312,120,2x2x2,between,8,3,2443,1732,2245,1132,0.447435897,0.317216117,0.411172161,0.207326007,5460
313,120,2x2x2,between,32,1,433,379,347,433,0.771836007,0.675579323,0.618538324,0.771836007,561
314,120,2x2x2,between,32,2,2379,2049,2070,1770,0.706773619,0.608734403,0.614973262,0.525846702,3366
315,120,2x2x2,between,32,3,3578,2774,3529,2224,0.683346066,0.529793736,0.673987777,0.424751719,5236
316,120,2x2x2,within,32,1,467,375,348,467,0.782244556,0.628140704,0.582914573,0.782244556,597
317,120,2x2x2,within,32,2,2532,1972,2182,2168,0.706867672,0.55053043,0.609156896,0.605248465,3582
318,120,2x2x2,within,32,3,3793,2597,3824,2804,0.680725054,0.466080402,0.686288586,0.503230438,5572
319,120,2x2x2,within,40,1,483,392,379,483,0.813131313,0.65993266,0.638047138,0.813131313,594
320,120,2x2x2,within,40,2,2646,2186,2367,2212,0.742424242,0.61335578,0.664141414,0.620650954,3564
321,120,2x2x2,within,40,3,3978,2896,3989,2901,0.717532468,0.522366522,0.719516595,0.523268398,5544
322,120,2x2x2,within,24,1,453,365,328,453,0.78238342,0.630397237,0.566493955,0.78238342,579
323,120,2x2x2,within,24,2,2299,1839,1965,1964,0.661773172,0.529360967,0.565630397,0.565342545,3474
324,120,2x2x2,within,24,3,3449,2272,3426,2539,0.63823094,0.420429312,0.633974833,0.469837158,5404
325,120,2x2x2,within,8,1,357,197,175,357,0.664804469,0.366852886,0.325884544,0.664804469,537
326,120,2x2x2,within,8,2,1442,1096,1060,1232,0.447548107,0.34016139,0.328988206,0.382371198,3222
327,120,2x2x2,within,8,3,2171,1414,1795,1384,0.433160415,0.282122905,0.358140463,0.276137271,5012
328,120,2x2x2,within,16,1,439,318,283,439,0.766143106,0.554973822,0.493891798,0.766143106,573
329,120,2x2x2,within,16,2,2038,1546,1693,1736,0.592786504,0.449680047,0.492437464,0.504944735,3438
330,120,2x2x2,within,16,3,3098,1968,2993,2201,0.579281975,0.367988033,0.559648467,0.411555722,5348
331,120,3x3,between,40,1,890,785,738,890,0.768566494,0.677892919,0.637305699,0.768566494,1158
332,120,3x3,between,40,2,4976,3752,4974,4661,0.716177317,0.540011514,0.715889465,0.67084053,6948
333,120,3x3,between,8,1,753,538,425,753,0.597619048,0.426984127,0.337301587,0.597619048,1260
334,120,3x3,between,8,2,3401,2304,3148,2912,0.449867725,0.304761905,0.416402116,0.385185185,7560
335,120,3x3,between,32,1,1073,914,868,1073,0.770833333,0.656609195,0.623563218,0.770833333,1392
336,120,3x3,between,32,2,5749,4259,5675,5307,0.688338123,0.509937739,0.679477969,0.635416667,8352
337,120,3x3,between,16,1,696,554,513,696,0.694610778,0.552894212,0.511976048,0.694610778,1002
338,120,3x3,between,16,2,3491,2383,3362,3089,0.580671989,0.396373919,0.559214904,0.513805722,6012
339,120,3x3,between,24,1,891,724,683,891,0.75,0.609427609,0.574915825,0.75,1188
340,120,3x3,between,24,2,4665,3342,4607,4341,0.654461279,0.468855219,0.646324355,0.609006734,7128
341,120,3x3,within,40,1,992,788,806,992,0.806504065,0.640650407,0.655284553,0.806504065,1230
342,120,3x3,within,40,2,5364,3628,5381,5236,0.726829268,0.491598916,0.729132791,0.709485095,7380
343,120,3x3,within,32,1,875,667,683,875,0.76754386,0.585087719,0.599122807,0.76754386,1140
344,120,3x3,within,32,2,4676,3083,4696,4610,0.683625731,0.450730994,0.686549708,0.673976608,6840
345,120,3x3,within,16,1,922,654,637,922,0.689088191,0.488789238,0.476083707,0.689088191,1338
346,120,3x3,within,16,2,4707,3027,4542,4476,0.58632287,0.377055306,0.565769806,0.55754858,8028
347,120,3x3,within,24,1,854,665,665,854,0.749122807,0.583333333,0.583333333,0.749122807,1140
348,120,3x3,within,24,2,4457,2920,4433,4273,0.651608187,0.426900585,0.648099415,0.624707602,6840
349,120,3x3,within,8,1,584,382,321,584,0.546816479,0.357677903,0.300561798,0.546816479,1068
350,120,3x3,within,8,2,2734,1757,2208,2589,0.426654182,0.274188514,0.344569288,0.404026217,6408
351,132,2x2,between,8,1,63,27,85,63,0.145833333,0.0625,0.196759259,0.145833333,432
352,132,2x2,between,8,2,297,88,285,379,0.229166667,0.067901235,0.219907407,0.292438272,1296
353,132,2x2,between,32,1,122,36,185,122,0.32972973,0.097297297,0.5,0.32972973,370
354,132,2x2,between,32,2,592,99,594,732,0.533333333,0.089189189,0.535135135,0.659459459,1110
355,132,2x2,between,16,1,89,21,122,89,0.237967914,0.056149733,0.326203209,0.237967914,374
356,132,2x2,between,16,2,414,73,397,597,0.368983957,0.065062389,0.353832442,0.532085561,1122
357,132,2x2,between,40,1,131,24,198,131,0.321078431,0.058823529,0.485294118,0.321078431,408
358,132,2x2,between,40,2,667,97,674,887,0.544934641,0.079248366,0.550653595,0.724673203,1224
359,132,2x2,between,24,1,128,31,187,128,0.307692308,0.074519231,0.449519231,0.307692308,416
360,132,2x2,between,24,2,604,111,597,786,0.483974359,0.088942308,0.478365385,0.629807692,1248
361,132,2x2,within,40,1,123,29,152,123,0.298543689,0.07038835,0.368932039,0.298543689,412
362,132,2x2,within,40,2,628,102,475,872,0.508090615,0.082524272,0.384304207,0.705501618,1236
363,132,2x2,within,16,1,75,15,78,75,0.189393939,0.037878788,0.196969697,0.189393939,396
364,132,2x2,within,16,2,403,95,254,616,0.339225589,0.07996633,0.213804714,0.518518519,1188
365,132,2x2,within,8,1,60,27,59,60,0.14084507,0.063380282,0.138497653,0.14084507,426
366,132,2x2,within,8,2,303,99,176,426,0.237089202,0.077464789,0.13771518,0.333333333,1278
367,132,2x2,within,24,1,102,29,107,102,0.251231527,0.071428571,0.263546798,0.251231527,406
368,132,2x2,within,24,2,501,80,332,745,0.411330049,0.065681445,0.272577997,0.611658456,1218
369,132,2x2,within,32,1,113,19,130,113,0.334319527,0.056213018,0.384615385,0.334319527,338
370,132,2x2,within,32,2,502,75,368,654,0.495069034,0.073964497,0.362919132,0.644970414,1014
371,132,2x2x2,between,40,1,394,46,331,394,0.616588419,0.07198748,0.51799687,0.616588419,639
372,132,2x2x2,between,40,2,1571,306,1919,2562,0.409754825,0.079812207,0.500521648,0.668231612,3834
373,132,2x2x2,between,40,3,3183,675,3290,4174,0.533702213,0.113179074,0.551643192,0.699865862,5964
374,132,2x2x2,between,32,1,377,32,289,377,0.610032362,0.051779935,0.46763754,0.610032362,618
375,132,2x2x2,between,32,2,1362,205,1781,2308,0.367313916,0.055285868,0.480312837,0.622437972,3708
376,132,2x2x2,between,32,3,2911,540,2960,3912,0.504680999,0.093619972,0.513176144,0.678224688,5768
377,132,2x2x2,between,8,1,253,31,135,253,0.425925926,0.052188552,0.227272727,0.425925926,594
378,132,2x2x2,between,8,2,625,230,803,1112,0.175364759,0.064534231,0.225308642,0.312008979,3564
379,132,2x2x2,between,8,3,1387,505,1275,1745,0.250180375,0.091089466,0.229978355,0.31475469,5544
380,132,2x2x2,between,24,1,343,26,234,343,0.604938272,0.045855379,0.412698413,0.604938272,567
381,132,2x2x2,between,24,2,1120,182,1460,2008,0.329218107,0.053497942,0.429159318,0.590241035,3402
382,132,2x2x2,between,24,3,2307,485,2335,3321,0.435941043,0.09164777,0.441232048,0.62755102,5292
383,132,2x2x2,between,16,1,293,28,197,293,0.503436426,0.048109966,0.338487973,0.503436426,582
384,132,2x2x2,between,16,2,922,206,1193,1696,0.264032073,0.058991982,0.34163803,0.485681558,3492
385,132,2x2x2,between,16,3,2048,513,1946,2876,0.377025037,0.094440353,0.358247423,0.529455081,5432
386,132,2x2x2,within,8,1,257,39,95,257,0.432659933,0.065656566,0.15993266,0.432659933,594
387,132,2x2x2,within,8,2,572,235,486,1162,0.160493827,0.065937149,0.136363636,0.326038159,3564
388,132,2x2x2,within,8,3,1289,528,743,1826,0.232503608,0.095238095,0.134018759,0.329365079,5544
389,132,2x2x2,within,16,1,302,29,120,302,0.532627866,0.051146384,0.211640212,0.532627866,567
390,132,2x2x2,within,16,2,794,192,771,1682,0.233392122,0.05643739,0.226631393,0.49441505,3402
391,132,2x2x2,within,16,3,1851,525,1156,2818,0.349773243,0.099206349,0.218442933,0.53250189,5292
392,132,2x2x2,within,40,1,366,36,222,366,0.689265537,0.06779661,0.418079096,0.689265537,531
393,132,2x2x2,within,40,2,1232,205,1275,2144,0.386691777,0.064344005,0.400188324,0.672944131,3186
394,132,2x2x2,within,40,3,2575,491,2008,3608,0.519572236,0.099071832,0.405165456,0.728006457,4956
395,132,2x2x2,within,32,1,366,22,222,366,0.61928934,0.037225042,0.375634518,0.61928934,591
396,132,2x2x2,within,32,2,1250,173,1279,2253,0.35250987,0.048787366,0.360688099,0.63536379,3546
397,132,2x2x2,within,32,3,2701,539,2040,3777,0.489666425,0.097715736,0.369833212,0.684735315,5516
398,132,2x2x2,within,24,1,370,31,182,370,0.595813205,0.049919485,0.293075684,0.595813205,621
399,132,2x2x2,within,24,2,1124,211,1080,2209,0.301663983,0.056629093,0.289855072,0.592860977,3726
400,132,2x2x2,within,24,3,2535,644,1836,3719,0.4373706,0.111111111,0.316770186,0.641649413,5796
401,132,3x3,between,16,1,553,64,372,553,0.454022989,0.052545156,0.305418719,0.454022989,1218
402,132,3x3,between,16,2,2607,739,2522,4159,0.356732348,0.101122058,0.345101259,0.569102354,7308
403,132,3x3,between,32,1,687,59,578,687,0.555825243,0.047734628,0.46763754,0.555825243,1236
404,132,3x3,between,32,2,3714,726,3802,5290,0.500809061,0.09789644,0.512675297,0.713322546,7416
405,132,3x3,between,24,1,651,63,495,651,0.526699029,0.050970874,0.400485437,0.526699029,1236
406,132,3x3,between,24,2,3342,881,3400,5004,0.450647249,0.118797195,0.458468177,0.674757282,7416
407,132,3x3,between,8,1,347,55,185,347,0.321296296,0.050925926,0.171296296,0.321296296,1080
408,132,3x3,between,8,2,1488,651,1381,2522,0.22962963,0.100462963,0.213117284,0.389197531,6480
409,132,3x3,between,40,1,731,85,670,731,0.594308943,0.069105691,0.544715447,0.594308943,1230
410,132,3x3,between,40,2,4144,854,4244,5406,0.561517615,0.115718157,0.575067751,0.732520325,7380
411,132,3x3,within,24,1,599,77,386,599,0.491789819,0.063218391,0.316912972,0.491789819,1218
412,132,3x3,within,24,2,3183,772,2279,4685,0.435550082,0.105637657,0.311850027,0.64107827,7308
413,132,3x3,within,32,1,637,78,430,637,0.520424837,0.06372549,0.35130719,0.520424837,1224
414,132,3x3,within,32,2,3595,764,2680,5086,0.489515251,0.104030501,0.364923747,0.692538126,7344
415,132,3x3,within,16,1,438,48,232,438,0.445121951,0.048780488,0.235772358,0.445121951,984
416,132,3x3,within,16,2,2083,618,1316,3380,0.352811653,0.104674797,0.222899729,0.572493225,5904
417,132,3x3,within,40,1,670,73,491,670,0.544715447,0.059349593,0.399186992,0.544715447,1230
418,132,3x3,within,40,2,3833,788,3021,5373,0.519376694,0.106775068,0.409349593,0.72804878,7380
419,132,3x3,within,8,1,456,81,203,456,0.348623853,0.061926606,0.155198777,0.348623853,1308
420,132,3x3,within,8,2,1928,785,1076,3101,0.245667686,0.100025484,0.137104995,0.395132518,7848
421,141,2x2,between,8,1,178,158,151,178,0.412037037,0.365740741,0.349537037,0.412037037,432
422,141,2x2,between,8,2,503,438,483,170,0.388117284,0.337962963,0.372685185,0.13117284,1296
423,141,2x2,between,32,1,253,218,219,253,0.683783784,0.589189189,0.591891892,0.683783784,370
424,141,2x2,between,32,2,740,658,735,409,0.666666667,0.592792793,0.662162162,0.368468468,1110
425,141,2x2,between,16,1,193,161,160,193,0.516042781,0.430481283,0.427807487,0.516042781,374
426,141,2x2,between,16,2,588,503,575,291,0.524064171,0.448306595,0.512477718,0.259358289,1122
427,141,2x2,between,40,1,285,256,266,285,0.698529412,0.62745098,0.651960784,0.698529412,408
428,141,2x2,between,40,2,835,756,828,449,0.682189542,0.617647059,0.676470588,0.366830065,1224
429,141,2x2,between,24,1,269,235,233,269,0.646634615,0.564903846,0.560096154,0.646634615,416
430,141,2x2,between,24,2,820,716,805,446,0.657051282,0.573717949,0.645032051,0.357371795,1248
431,141,2x2,within,40,1,268,238,242,268,0.660098522,0.586206897,0.596059113,0.660098522,406
432,141,2x2,within,40,2,806,737,775,481,0.661740558,0.605090312,0.636288998,0.394909688,1218
433,141,2x2,within,16,1,194,179,170,194,0.485,0.4475,0.425,0.485,400
434,141,2x2,within,16,2,632,533,531,298,0.526666667,0.444166667,0.4425,0.248333333,1200
435,141,2x2,within,8,1,166,141,124,166,0.389671362,0.330985915,0.291079812,0.389671362,426
436,141,2x2,within,8,2,508,437,369,206,0.397496088,0.341940532,0.288732394,0.161189358,1278
437,141,2x2,within,24,1,253,212,213,253,0.617073171,0.517073171,0.519512195,0.617073171,410
438,141,2x2,within,24,2,750,643,689,360,0.609756098,0.522764228,0.560162602,0.292682927,1230
439,141,2x2,within,32,1,225,210,209,225,0.669642857,0.625,0.62202381,0.669642857,336
440,141,2x2,within,32,2,661,594,642,359,0.655753968,0.589285714,0.636904762,0.356150794,1008
441,141,2x2x2,between,40,1,437,388,396,437,0.683881064,0.607198748,0.61971831,0.683881064,639
442,141,2x2x2,between,40,2,2663,2331,2409,1544,0.694574857,0.607981221,0.628325509,0.402712572,3834
443,141,2x2x2,between,40,3,4160,3655,4130,1710,0.697518444,0.612843729,0.692488263,0.286720322,5964
444,141,2x2x2,between,32,1,422,372,383,422,0.682847896,0.601941748,0.6197411,0.682847896,618
445,141,2x2x2,between,32,2,2453,2150,2234,1352,0.661542611,0.5798274,0.602481122,0.364617044,3708
446,141,2x2x2,between,32,3,3823,3345,3808,1414,0.66279473,0.579923717,0.660194175,0.245145631,5768
447,141,2x2x2,between,8,1,221,192,164,221,0.372053872,0.323232323,0.276094276,0.372053872,594
448,141,2x2x2,between,8,2,1370,1155,1096,547,0.384399551,0.324074074,0.307519641,0.153479237,3564
449,141,2x2x2,between,8,3,2143,1803,1971,272,0.386544012,0.32521645,0.355519481,0.049062049,5544
450,141,2x2x2,between,24,1,356,302,302,356,0.627865961,0.532627866,0.532627866,0.627865961,567
451,141,2x2x2,between,24,2,2113,1801,1872,1206,0.621105232,0.529394474,0.55026455,0.354497354,3402
452,141,2x2x2,between,24,3,3225,2772,3178,1084,0.609410431,0.523809524,0.600529101,0.204837491,5292
453,141,2x2x2,between,16,1,315,263,262,315,0.541237113,0.451890034,0.450171821,0.541237113,582
454,141,2x2x2,between,16,2,1911,1612,1652,950,0.547250859,0.461626575,0.473081329,0.272050401,3492
455,141,2x2x2,between,16,3,2962,2475,2886,751,0.545287187,0.455633284,0.531296024,0.138254786,5432
456,141,2x2x2,within,8,1,251,218,190,251,0.414191419,0.359735974,0.313531353,0.414191419,606
457,141,2x2x2,within,8,2,1481,1266,1091,597,0.407315732,0.348184818,0.300055006,0.164191419,3636
458,141,2x2x2,within,8,3,2220,1881,1655,414,0.392503536,0.332567185,0.292609618,0.073196605,5656
459,141,2x2x2,within,16,1,283,230,217,283,0.491319444,0.399305556,0.376736111,0.491319444,576
460,141,2x2x2,within,16,2,1812,1538,1482,946,0.524305556,0.445023148,0.428819444,0.273726852,3456
461,141,2x2x2,within,16,3,2781,2331,2488,732,0.517299107,0.43359375,0.462797619,0.136160714,5376
462,141,2x2x2,within,40,1,381,329,332,381,0.686486486,0.592792793,0.598198198,0.686486486,555
463,141,2x2x2,within,40,2,2292,2045,2084,1232,0.688288288,0.614114114,0.625825826,0.36996997,3330
464,141,2x2x2,within,40,3,3589,3201,3436,1280,0.692857143,0.617953668,0.663320463,0.247104247,5180
465,141,2x2x2,within,32,1,376,326,325,376,0.632996633,0.548821549,0.547138047,0.632996633,594
466,141,2x2x2,within,32,2,2322,2059,2052,1325,0.651515152,0.577721661,0.575757576,0.371773288,3564
467,141,2x2x2,within,32,3,3685,3264,3518,1321,0.66468254,0.588744589,0.634559885,0.238275613,5544
468,141,2x2x2,within,24,1,393,336,319,393,0.63592233,0.54368932,0.51618123,0.63592233,618
469,141,2x2x2,within,24,2,2200,1892,1903,1223,0.593311758,0.510248112,0.513214671,0.3298274,3708
470,141,2x2x2,within,24,3,3476,2950,3226,1159,0.602635229,0.511442441,0.559292649,0.2009362,5768
471,141,3x3,between,16,1,641,531,544,641,0.526272578,0.435960591,0.446633826,0.526272578,1218
472,141,3x3,between,16,2,3946,3261,3857,2863,0.539956212,0.446223317,0.527777778,0.391762452,7308
473,141,3x3,between,32,1,804,711,704,804,0.650485437,0.575242718,0.569579288,0.650485437,1236
474,141,3x3,between,32,2,4825,4288,4798,3730,0.65062028,0.578209277,0.646979504,0.502966559,7416
475,141,3x3,between,24,1,774,657,661,774,0.626213592,0.531553398,0.534789644,0.626213592,1236
476,141,3x3,between,24,2,4575,3936,4513,3422,0.616909385,0.530744337,0.608549083,0.461434736,7416
477,141,3x3,between,8,1,437,362,337,437,0.40462963,0.335185185,0.312037037,0.40462963,1080
478,141,3x3,between,8,2,2666,2212,2435,1576,0.411419753,0.341358025,0.375771605,0.243209877,6480
479,141,3x3,between,40,1,912,800,815,912,0.741463415,0.650406504,0.662601626,0.741463415,1230
480,141,3x3,between,40,2,5243,4642,5246,4337,0.710433604,0.62899729,0.710840108,0.587669377,7380
481,141,3x3,within,24,1,727,631,626,727,0.605833333,0.525833333,0.521666667,0.605833333,1200
482,141,3x3,within,24,2,4393,3886,4180,3309,0.610138889,0.539722222,0.580555556,0.459583333,7200
483,141,3x3,within,32,1,775,686,666,775,0.639438944,0.566006601,0.54950495,0.639438944,1212
484,141,3x3,within,32,2,4756,4236,4523,3859,0.654015402,0.582508251,0.621974697,0.530665567,7272
485,141,3x3,within,16,1,510,439,410,510,0.524691358,0.451646091,0.4218107,0.524691358,972
486,141,3x3,within,16,2,3142,2655,2752,2277,0.538751715,0.455246914,0.471879287,0.390432099,5832
487,141,3x3,within,40,1,837,735,744,837,0.6975,0.6125,0.62,0.6975,1200
488,141,3x3,within,40,2,4869,4335,4690,3936,0.67625,0.602083333,0.651388889,0.546666667,7200
489,141,3x3,within,8,1,494,415,349,494,0.38117284,0.320216049,0.269290123,0.38117284,1296
490,141,3x3,within,8,2,3046,2509,2196,1826,0.391718107,0.322659465,0.282407407,0.234825103,7776
491,151,2x2,between,8,1,153,134,122,153,0.388324873,0.340101523,0.30964467,0.388324873,394
492,151,2x2,between,8,2,478,429,449,227,0.404399323,0.362944162,0.379864636,0.192047377,1182
493,151,2x2,between,32,1,284,256,253,284,0.720812183,0.649746193,0.64213198,0.720812183,394
494,151,2x2,between,32,2,815,756,814,450,0.689509306,0.639593909,0.688663283,0.38071066,1182
495,151,2x2,between,40,1,279,259,256,279,0.738095238,0.685185185,0.677248677,0.738095238,378
496,151,2x2,between,40,2,820,745,817,441,0.723104056,0.65696649,0.720458554,0.388888889,1134
497,151,2x2,between,16,1,255,231,216,255,0.595794393,0.539719626,0.504672897,0.595794393,428
498,151,2x2,between,16,2,736,678,716,352,0.573208723,0.528037383,0.557632399,0.274143302,1284
499,151,2x2,between,24,1,256,231,229,256,0.630541872,0.568965517,0.564039409,0.630541872,406
500,151,2x2,between,24,2,769,711,757,368,0.63136289,0.583743842,0.621510673,0.302134647,1218
501,151,2x2,within,8,1,155,139,118,155,0.405759162,0.363874346,0.308900524,0.405759162,382
502,151,2x2,within,8,2,471,427,353,201,0.410994764,0.372600349,0.308027923,0.17539267,1146
503,151,2x2,within,32,1,260,244,234,260,0.67357513,0.632124352,0.606217617,0.67357513,386
504,151,2x2,within,32,2,771,714,740,414,0.665803109,0.616580311,0.639032815,0.357512953,1158
505,151,2x2,within,40,1,281,267,258,281,0.71319797,0.677664975,0.654822335,0.71319797,394
506,151,2x2,within,40,2,832,781,792,437,0.703891709,0.660744501,0.670050761,0.369712352,1182
507,151,2x2,within,16,1,239,231,198,239,0.566350711,0.547393365,0.469194313,0.566350711,422
508,151,2x2,within,16,2,721,668,656,331,0.569510269,0.52764613,0.518167457,0.261453397,1266
509,151,2x2,within,24,1,251,232,223,251,0.640306122,0.591836735,0.568877551,0.640306122,392
510,151,2x2,within,24,2,730,686,687,357,0.620748299,0.583333333,0.584183673,0.303571429,1176
511,151,2x2x2,between,40,1,456,429,402,456,0.727272727,0.684210526,0.641148325,0.727272727,627
512,151,2x2x2,between,40,2,2722,2531,2461,1596,0.723551302,0.672780436,0.654173312,0.424242424,3762
513,151,2x2x2,between,40,3,4174,3935,4182,1502,0.713260424,0.672419686,0.714627478,0.256664388,5852
514,151,2x2x2,between,32,1,402,376,355,402,0.660098522,0.617405583,0.582922824,0.660098522,609
515,151,2x2x2,between,32,2,2463,2290,2224,1347,0.674055829,0.626710454,0.608648057,0.36863711,3654
516,151,2x2x2,between,32,3,3760,3538,3753,1382,0.661505982,0.62244898,0.660274455,0.243138635,5684
517,151,2x2x2,between,8,1,252,233,197,252,0.415841584,0.384488449,0.325082508,0.415841584,606
518,151,2x2x2,between,8,2,1520,1381,1167,592,0.418041804,0.379812981,0.320957096,0.162816282,3636
519,151,2x2x2,between,8,3,2401,2172,2240,389,0.42450495,0.384016973,0.396039604,0.068776521,5656
520,151,2x2x2,between,24,1,366,321,304,366,0.61928934,0.543147208,0.514382403,0.61928934,591
521,151,2x2x2,between,24,2,2236,2055,1949,1189,0.630569656,0.579526227,0.54963339,0.335307389,3546
522,151,2x2x2,between,24,3,3501,3210,3468,1171,0.634699057,0.581943437,0.628716461,0.212291516,5516
523,151,2x2x2,between,16,1,305,286,262,305,0.537918871,0.504409171,0.462081129,0.537918871,567
524,151,2x2x2,between,16,2,1931,1780,1641,1039,0.56760729,0.523221634,0.482363316,0.305408583,3402
525,151,2x2x2,between,16,3,3028,2782,2943,807,0.572184429,0.525699169,0.556122449,0.152494331,5292
526,151,2x2x2,within,40,1,370,357,333,370,0.696798493,0.672316384,0.627118644,0.696798493,531
527,151,2x2x2,within,40,2,2226,2114,2029,1285,0.698681733,0.663527935,0.636848713,0.403327056,3186
528,151,2x2x2,within,40,3,3446,3326,3361,1397,0.695318805,0.67110573,0.678167877,0.281880549,4956
529,151,2x2x2,within,8,1,279,254,216,279,0.46039604,0.419141914,0.356435644,0.46039604,606
530,151,2x2x2,within,8,2,1573,1478,1177,627,0.432618262,0.406490649,0.323707371,0.172442244,3636
531,151,2x2x2,within,8,3,2430,2278,1875,362,0.429632249,0.402758133,0.331506365,0.064002829,5656
532,151,2x2x2,within,24,1,347,325,273,347,0.628623188,0.588768116,0.494565217,0.628623188,552
533,151,2x2x2,within,24,2,2065,1928,1803,1221,0.623490338,0.582125604,0.544384058,0.36865942,3312
534,151,2x2x2,within,24,3,3292,3101,3119,1087,0.638975155,0.601902174,0.605395963,0.210986025,5152
535,151,2x2x2,within,32,1,401,368,342,401,0.668333333,0.613333333,0.57,0.668333333,600
